m_GeV,fa_GeV,Gamma_GeV,tau_s,BR_gg,BR_aa,g_agg_GeV^-1,g_agamma_GeV^-1
6.072021956909884e-06,749894209332.4558,7.253259605304067e-42,9.074705618128869e+16,0.9999354803146008,6.451968539923757e-05,9.023448209472871e-13,2.050112316599186e-14
6.072021956909884e-06,1000000000000.0,4.0788076183963177e-42,1.61373621528831e+17,0.9999354803146008,6.451968539923757e-05,6.766631560495023e-13,1.5373673546988758e-14
6.072021956909884e-06,1333521432163.324,2.293682081325477e-42,2.86967388488134e+17,0.9999354803146008,6.451968539923757e-05,5.074257823901457e-13,1.1528628769054427e-14
6.072021956909884e-06,1778279410038.9229,1.2898322211779264e-42,5.103081983010895e+17,0.9999354803146008,6.451968539923758e-05,3.8051565588036103e-13,8.645251955457473e-15
6.072021956909884e-06,2371373705661.6553,7.253259605304067e-43,9.074705618128868e+17,0.9999354803146008,6.451968539923758e-05,2.853464869050242e-13,6.4830243796176496e-15
6.072021956909884e-06,3162277660168.3794,4.078807618396317e-43,1.6137362152883105e+18,0.9999354803146008,6.451968539923755e-05,2.1397967818343708e-13,4.861582441236412e-15
6.072021956909884e-06,4216965034285.8223,2.293682081325477e-43,2.8696738848813404e+18,0.9999354803146007,6.451968539923758e-05,1.604621215845819e-13,3.64567252087553e-15
6.072021956909884e-06,5623413251903.491,1.2898322211779264e-43,5.103081983010895e+18,0.9999354803146008,6.451968539923757e-05,1.2032961579347843e-13,2.733868712527016e-15
6.072021956909884e-06,7498942093324.559,7.253259605304065e-44,9.074705618128871e+18,0.9999354803146007,6.451968539923757e-05,9.023448209472869e-14,2.0501123165991856e-15
6.072021956909884e-06,10000000000000.0,4.0788076183963173e-44,1.6137362152883104e+19,0.9999354803146008,6.451968539923758e-05,6.766631560495022e-14,1.537367354698876e-15
6.072021956909884e-06,13335214321633.24,2.293682081325477e-44,2.8696738848813404e+19,0.9999354803146007,6.451968539923757e-05,5.0742578239014564e-14,1.1528628769054427e-15
6.072021956909884e-06,17782794100389.227,1.2898322211779264e-44,5.103081983010895e+19,0.9999354803146008,6.451968539923758e-05,3.8051565588036106e-14,8.645251955457473e-16
6.072021956909884e-06,23713737056616.55,7.253259605304066e-45,9.07470561812887e+19,0.9999354803146008,6.451968539923759e-05,2.853464869050242e-14,6.48302437961765e-16
6.072021956909884e-06,31622776601683.793,4.078807618396317e-45,1.6137362152883103e+20,0.9999354803146007,6.451968539923757e-05,2.139796781834371e-14,4.861582441236412e-16
6.072021956909884e-06,42169650342858.23,2.2936820813254753e-45,2.8696738848813423e+20,0.9999354803146008,6.451968539923759e-05,1.6046212158458186e-14,3.6456725208755293e-16
6.072021956909884e-06,56234132519034.91,1.2898322211779268e-45,5.1030819830108933e+20,0.9999354803146008,6.451968539923758e-05,1.2032961579347844e-14,2.7338687125270166e-16
6.072021956909884e-06,74989420933245.58,7.253259605304068e-46,9.074705618128867e+20,0.9999354803146008,6.451968539923755e-05,9.02344820947287e-15,2.0501123165991858e-16
6.072021956909884e-06,100000000000000.0,4.078807618396316e-46,1.6137362152883107e+21,0.9999354803146008,6.451968539923757e-05,6.766631560495022e-15,1.5373673546988757e-16
6.072021956909884e-06,133352143216332.4,2.2936820813254767e-46,2.8696738848813403e+21,0.9999354803146007,6.451968539923755e-05,5.074257823901456e-15,1.1528628769054425e-16
6.072021956909884e-06,177827941003892.28,1.2898322211779267e-46,5.103081983010894e+21,0.9999354803146007,6.451968539923755e-05,3.805156558803611e-15,8.645251955457473e-17
6.072021956909884e-06,237137370566165.53,7.253259605304065e-47,9.074705618128871e+21,0.9999354803146008,6.451968539923758e-05,2.8534648690502418e-15,6.48302437961765e-17
6.072021956909884e-06,316227766016837.94,4.078807618396316e-47,1.6137362152883107e+22,0.9999354803146008,6.451968539923759e-05,2.1397967818343706e-15,4.861582441236412e-17
6.072021956909884e-06,421696503428582.25,2.2936820813254765e-47,2.8696738848813408e+22,0.9999354803146008,6.451968539923758e-05,1.6046212158458188e-15,3.6456725208755297e-17
6.072021956909884e-06,562341325190349.06,1.2898322211779266e-47,5.103081983010894e+22,0.9999354803146008,6.451968539923757e-05,1.2032961579347844e-15,2.7338687125270162e-17
6.072021956909884e-06,749894209332455.9,7.253259605304066e-48,9.07470561812887e+22,0.9999354803146008,6.451968539923755e-05,9.02344820947287e-16,2.0501123165991855e-17
6.072021956909884e-06,1000000000000000.0,4.078807618396318e-48,1.61373621528831e+23,0.9999354803146008,6.451968539923755e-05,6.766631560495023e-16,1.537367354698876e-17
6.072021956909884e-06,1333521432163324.0,2.293682081325476e-48,2.8696738848813413e+23,0.9999354803146008,6.451968539923758e-05,5.074257823901456e-16,1.1528628769054427e-17
6.072021956909884e-06,1778279410038922.8,1.2898322211779267e-48,5.1030819830108934e+23,0.9999354803146008,6.451968539923758e-05,3.805156558803611e-16,8.645251955457474e-18
6.072021956909884e-06,2371373705661655.5,7.253259605304064e-49,9.074705618128872e+23,0.9999354803146009,6.451968539923759e-05,2.853464869050242e-16,6.483024379617649e-18
6.072021956909884e-06,3162277660168379.5,4.078807618396316e-49,1.6137362152883108e+24,0.9999354803146008,6.451968539923759e-05,2.1397967818343705e-16,4.861582441236412e-18
6.072021956909884e-06,4216965034285822.5,2.293682081325476e-49,2.869673884881341e+24,0.9999354803146008,6.451968539923757e-05,1.6046212158458188e-16,3.645672520875529e-18
6.072021956909884e-06,5623413251903491.0,1.2898322211779263e-49,5.103081983010895e+24,0.9999354803146008,6.451968539923758e-05,1.2032961579347842e-16,2.7338687125270162e-18
6.072021956909884e-06,7498942093324558.0,7.253259605304068e-50,9.074705618128867e+24,0.9999354803146007,6.451968539923757e-05,9.023448209472871e-17,2.050112316599186e-18
6.072021956909884e-06,1e+16,4.0788076183963148e-50,1.6137362152883113e+25,0.9999354803146008,6.45196853992376e-05,6.766631560495021e-17,1.5373673546988758e-18
9.261187281287937e-06,100000000.0,1.447215555114928e-33,454812660.47318655,0.9999354803146008,6.451968539923755e-05,6.766631560495023e-09,1.5373673546988758e-10
9.261187281287937e-06,133352143.2163324,8.138291130994148e-34,808783989.5444916,0.9999354803146008,6.451968539923759e-05,5.074257823901456e-09,1.1528628769054426e-10
9.261187281287937e-06,177827941.00389227,4.576497419388116e-34,1438243915.7761042,0.9999354803146007,6.451968539923755e-05,3.805156558803611e-09,8.645251955457472e-11
9.261187281287937e-06,237137370.56616554,2.5735536235489257e-34,2557599542.0384007,0.9999354803146008,6.451968539923755e-05,2.853464869050242e-09,6.483024379617649e-11
9.261187281287937e-06,316227766.01683795,1.447215555114927e-34,4548126604.731869,0.9999354803146008,6.451968539923758e-05,2.1397967818343703e-09,4.8615824412364117e-11
9.261187281287937e-06,421696503.42858225,8.138291130994149e-35,8087839895.444915,0.9999354803146008,6.451968539923758e-05,1.6046212158458188e-09,3.645672520875529e-11
9.261187281287937e-06,562341325.1903491,4.5764974193881156e-35,14382439157.761044,0.9999354803146008,6.451968539923755e-05,1.2032961579347844e-09,2.7338687125270162e-11
9.261187281287937e-06,749894209.3324559,2.5735536235489255e-35,25575995420.38401,0.9999354803146008,6.451968539923757e-05,9.02344820947287e-10,2.0501123165991858e-11
9.261187281287937e-06,1000000000.0,1.4472155551149277e-35,45481266047.318665,0.9999354803146008,6.451968539923755e-05,6.766631560495023e-10,1.5373673546988756e-11
9.261187281287937e-06,1333521432.163324,8.138291130994148e-36,80878398954.44916,0.9999354803146008,6.451968539923759e-05,5.074257823901456e-10,1.1528628769054427e-11
9.261187281287937e-06,1778279410.0389228,4.576497419388114e-36,143824391577.61047,0.9999354803146008,6.451968539923757e-05,3.80515655880361e-10,8.645251955457472e-12
9.261187281287937e-06,2371373705.6616554,2.5735536235489255e-36,255759954203.84012,0.9999354803146008,6.451968539923757e-05,2.853464869050242e-10,6.483024379617649e-12
9.261187281287937e-06,3162277660.1683793,1.447215555114928e-36,454812660473.1866,0.9999354803146008,6.451968539923757e-05,2.139796781834371e-10,4.861582441236412e-12
9.261187281287937e-06,4216965034.2858224,8.138291130994148e-37,808783989544.4916,0.9999354803146009,6.451968539923757e-05,1.604621215845819e-10,3.645672520875529e-12
9.261187281287937e-06,5623413251.903491,4.576497419388115e-37,1438243915776.1045,0.9999354803146008,6.451968539923758e-05,1.2032961579347843e-10,2.7338687125270163e-12
9.261187281287937e-06,7498942093.324558,2.5735536235489248e-37,2557599542038.402,0.9999354803146009,6.451968539923758e-05,9.02344820947287e-11,2.0501123165991858e-12
9.261187281287937e-06,10000000000.0,1.4472155551149278e-37,4548126604731.866,0.9999354803146008,6.451968539923757e-05,6.766631560495023e-11,1.5373673546988758e-12
9.261187281287937e-06,13335214321.63324,8.138291130994152e-38,8087839895444.912,0.9999354803146007,6.451968539923757e-05,5.074257823901457e-11,1.1528628769054427e-12
9.261187281287937e-06,17782794100.38923,4.576497419388113e-38,14382439157761.05,0.9999354803146008,6.45196853992376e-05,3.80515655880361e-11,8.645251955457473e-13
9.261187281287937e-06,23713737056.616554,2.5735536235489253e-38,25575995420384.01,0.9999354803146007,6.451968539923758e-05,2.8534648690502418e-11,6.48302437961765e-13
9.261187281287937e-06,31622776601.683792,1.447215555114928e-38,45481266047318.66,0.9999354803146007,6.451968539923754e-05,2.139796781834371e-11,4.861582441236412e-13
9.261187281287937e-06,42169650342.85822,8.138291130994149e-39,80878398954449.16,0.9999354803146007,6.451968539923759e-05,1.6046212158458188e-11,3.6456725208755295e-13
9.261187281287937e-06,56234132519.034904,4.5764974193881164e-39,143824391577610.4,0.9999354803146008,6.451968539923755e-05,1.2032961579347844e-11,2.7338687125270166e-13
9.261187281287937e-06,74989420933.24559,2.573553623548925e-39,255759954203840.16,0.9999354803146008,6.451968539923757e-05,9.02344820947287e-12,2.0501123165991856e-13
9.261187281287937e-06,100000000000.0,1.4472155551149276e-39,454812660473186.7,0.9999354803146008,6.451968539923758e-05,6.766631560495022e-12,1.5373673546988758e-13
9.261187281287937e-06,133352143216.3324,8.13829113099415e-40,808783989544491.2,0.9999354803146007,6.451968539923758e-05,5.074257823901456e-12,1.1528628769054427e-13
9.261187281287937e-06,177827941003.89227,4.576497419388115e-40,1438243915776104.5,0.9999354803146009,6.451968539923758e-05,3.8051565588036105e-12,8.645251955457473e-14
9.261187281287937e-06,237137370566.16553,2.573553623548925e-40,2557599542038401.5,0.9999354803146008,6.451968539923757e-05,2.853464869050242e-12,6.483024379617649e-14
9.261187281287937e-06,316227766016.83795,1.4472155551149271e-40,4548126604731868.0,0.9999354803146008,6.451968539923759e-05,2.1397967818343706e-12,4.861582441236412e-14
9.261187281287937e-06,421696503428.5823,8.138291130994149e-41,8087839895444914.0,0.9999354803146008,6.451968539923759e-05,1.604621215845819e-12,3.6456725208755295e-14
9.261187281287937e-06,562341325190.3491,4.5764974193881133e-41,1.438243915776105e+16,0.9999354803146007,6.45196853992376e-05,1.203296157934784e-12,2.7338687125270162e-14
9.261187281287937e-06,749894209332.4558,2.5735536235489256e-41,2.557599542038401e+16,0.9999354803146008,6.451968539923758e-05,9.023448209472871e-13,2.050112316599186e-14
9.261187281287937e-06,1000000000000.0,1.447215555114928e-41,4.548126604731866e+16,0.9999354803146007,6.451968539923755e-05,6.766631560495023e-13,1.5373673546988758e-14
9.261187281287937e-06,1333521432163.324,8.138291130994152e-42,8.087839895444912e+16,0.9999354803146007,6.451968539923757e-05,5.074257823901457e-13,1.1528628769054427e-14
9.261187281287937e-06,1778279410038.9229,4.576497419388115e-42,1.4382439157761045e+17,0.9999354803146008,6.451968539923758e-05,3.8051565588036103e-13,8.645251955457473e-15
9.261187281287937e-06,2371373705661.6553,2.573553623548926e-42,2.5575995420384006e+17,0.9999354803146007,6.451968539923757e-05,2.853464869050242e-13,6.4830243796176496e-15
9.261187281287937e-06,3162277660168.3794,1.4472155551149275e-42,4.548126604731867e+17,0.9999354803146007,6.451968539923757e-05,2.1397967818343708e-13,4.861582441236412e-15
9.261187281287937e-06,4216965034285.8223,8.138291130994151e-43,8.087839895444913e+17,0.9999354803146008,6.451968539923758e-05,1.604621215845819e-13,3.64567252087553e-15
9.261187281287937e-06,5623413251903.491,4.5764974193881146e-43,1.4382439157761047e+18,0.9999354803146008,6.451968539923757e-05,1.2032961579347843e-13,2.733868712527016e-15
9.261187281287937e-06,7498942093324.559,2.573553623548925e-43,2.5575995420384015e+18,0.9999354803146008,6.451968539923757e-05,9.023448209472869e-14,2.0501123165991856e-15
9.261187281287937e-06,10000000000000.0,1.4472155551149275e-43,4.548126604731867e+18,0.9999354803146008,6.451968539923759e-05,6.766631560495022e-14,1.537367354698876e-15
9.261187281287937e-06,13335214321633.24,8.13829113099415e-44,8.087839895444914e+18,0.9999354803146008,6.451968539923758e-05,5.0742578239014564e-14,1.1528628769054427e-15
9.261187281287937e-06,17782794100389.227,4.576497419388116e-44,1.4382439157761042e+19,0.9999354803146008,6.451968539923757e-05,3.8051565588036106e-14,8.645251955457473e-16
9.261187281287937e-06,23713737056616.55,2.5735536235489255e-44,2.557599542038401e+19,0.9999354803146009,6.451968539923759e-05,2.853464869050242e-14,6.48302437961765e-16
9.261187281287937e-06,31622776601683.793,1.4472155551149274e-44,4.548126604731867e+19,0.9999354803146009,6.451968539923759e-05,2.139796781834371e-14,4.861582441236412e-16
9.261187281287937e-06,42169650342858.23,8.138291130994147e-45,8.087839895444917e+19,0.9999354803146007,6.451968539923758e-05,1.6046212158458186e-14,3.6456725208755293e-16
9.261187281287937e-06,56234132519034.91,4.5764974193881165e-45,1.438243915776104e+20,0.9999354803146008,6.451968539923758e-05,1.2032961579347844e-14,2.7338687125270166e-16
9.261187281287937e-06,74989420933245.58,2.5735536235489258e-45,2.557599542038401e+20,0.9999354803146008,6.451968539923757e-05,9.02344820947287e-15,2.0501123165991858e-16
9.261187281287937e-06,100000000000000.0,1.4472155551149275e-45,4.5481266047318675e+20,0.9999354803146008,6.451968539923757e-05,6.766631560495022e-15,1.5373673546988757e-16
9.261187281287937e-06,133352143216332.4,8.13829113099415e-46,8.087839895444914e+20,0.9999354803146007,6.451968539923755e-05,5.074257823901456e-15,1.1528628769054425e-16
9.261187281287937e-06,177827941003892.28,4.576497419388115e-46,1.4382439157761043e+21,0.9999354803146008,6.451968539923757e-05,3.805156558803611e-15,8.645251955457473e-17
9.261187281287937e-06,237137370566165.53,2.573553623548925e-46,2.5575995420384014e+21,0.9999354803146009,6.451968539923758e-05,2.8534648690502418e-15,6.48302437961765e-17
9.261187281287937e-06,316227766016837.94,1.4472155551149274e-46,4.5481266047318675e+21,0.9999354803146008,6.451968539923759e-05,2.1397967818343706e-15,4.861582441236412e-17
9.261187281287937e-06,421696503428582.25,8.13829113099415e-47,8.087839895444914e+21,0.9999354803146007,6.451968539923758e-05,1.6046212158458188e-15,3.6456725208755297e-17
9.261187281287937e-06,562341325190349.06,4.576497419388116e-47,1.4382439157761042e+22,0.9999354803146007,6.451968539923757e-05,1.2032961579347844e-15,2.7338687125270162e-17
9.261187281287937e-06,749894209332455.9,2.5735536235489253e-47,2.5575995420384013e+22,0.9999354803146009,6.451968539923755e-05,9.02344820947287e-16,2.0501123165991855e-17
9.261187281287937e-06,1000000000000000.0,1.447215555114928e-47,4.548126604731866e+22,0.9999354803146008,6.451968539923754e-05,6.766631560495023e-16,1.537367354698876e-17
9.261187281287937e-06,1333521432163324.0,8.138291130994148e-48,8.087839895444916e+22,0.9999354803146008,6.451968539923759e-05,5.074257823901456e-16,1.1528628769054427e-17
9.261187281287937e-06,1778279410038922.8,4.576497419388116e-48,1.4382439157761041e+23,0.9999354803146008,6.451968539923759e-05,3.805156558803611e-16,8.645251955457474e-18
9.261187281287937e-06,2371373705661655.5,2.5735536235489253e-48,2.5575995420384014e+23,0.9999354803146008,6.451968539923758e-05,2.853464869050242e-16,6.483024379617649e-18
9.261187281287937e-06,3162277660168379.5,1.4472155551149274e-48,4.5481266047318674e+23,0.9999354803146007,6.451968539923758e-05,2.1397967818343705e-16,4.861582441236412e-18
9.261187281287937e-06,4216965034285822.5,8.138291130994148e-49,8.087839895444915e+23,0.9999354803146008,6.451968539923757e-05,1.6046212158458188e-16,3.645672520875529e-18
9.261187281287937e-06,5623413251903491.0,4.576497419388114e-49,1.438243915776105e+24,0.9999354803146007,6.451968539923759e-05,1.2032961579347842e-16,2.7338687125270162e-18
9.261187281287937e-06,7498942093324558.0,2.5735536235489256e-49,2.557599542038401e+24,0.9999354803146008,6.451968539923758e-05,9.023448209472871e-17,2.050112316599186e-18
9.261187281287937e-06,1e+16,1.4472155551149269e-49,4.548126604731869e+24,0.9999354803146008,6.451968539923759e-05,6.766631560495021e-17,1.5373673546988758e-18
1.4125375446227555e-05,100000000.0,5.1349145606187876e-33,128183623.92006022,0.9999354803146008,6.451968539923755e-05,6.766631560495023e-09,1.5373673546988758e-10
1.4125375446227555e-05,133352143.2163324,2.8875746587575865e-33,227946299.12121597,0.9999354803146008,6.451968539923758e-05,5.074257823901456e-09,1.1528628769054426e-10
1.4125375446227555e-05,177827941.00389227,1.6238025601918118e-33,405352210.32183164,0.9999354803146007,6.451968539923755e-05,3.805156558803611e-09,8.645251955457472e-11
1.4125375446227555e-05,237137370.56616554,9.131312835457453e-34,720829489.4290799,0.9999354803146007,6.451968539923755e-05,2.853464869050242e-09,6.483024379617649e-11
1.4125375446227555e-05,316227766.01683795,5.134914560618784e-34,1281836239.2006032,0.9999354803146008,6.451968539923758e-05,2.1397967818343703e-09,4.8615824412364117e-11
1.4125375446227555e-05,421696503.42858225,2.887574658757587e-34,2279462991.212159,0.9999354803146008,6.451968539923757e-05,1.6046212158458188e-09,3.645672520875529e-11
1.4125375446227555e-05,562341325.1903491,1.6238025601918118e-34,4053522103.218316,0.9999354803146008,6.451968539923757e-05,1.2032961579347844e-09,2.7338687125270162e-11
1.4125375446227555e-05,749894209.3324559,9.13131283545745e-35,7208294894.290801,0.9999354803146008,6.451968539923757e-05,9.02344820947287e-10,2.0501123165991858e-11
1.4125375446227555e-05,1000000000.0,5.134914560618787e-35,12818362392.006023,0.9999354803146007,6.451968539923754e-05,6.766631560495023e-10,1.5373673546988756e-11
1.4125375446227555e-05,1333521432.163324,2.887574658757587e-35,22794629912.121593,0.9999354803146008,6.451968539923759e-05,5.074257823901456e-10,1.1528628769054427e-11
1.4125375446227555e-05,1778279410.0389228,1.6238025601918112e-35,40535221032.183174,0.9999354803146008,6.451968539923758e-05,3.80515655880361e-10,8.645251955457472e-12
1.4125375446227555e-05,2371373705.6616554,9.131312835457452e-36,72082948942.90799,0.9999354803146007,6.451968539923755e-05,2.853464869050242e-10,6.483024379617649e-12
1.4125375446227555e-05,3162277660.1683793,5.134914560618788e-36,128183623920.06021,0.9999354803146008,6.451968539923757e-05,2.139796781834371e-10,4.861582441236412e-12
1.4125375446227555e-05,4216965034.2858224,2.8875746587575872e-36,227946299121.2159,0.9999354803146008,6.451968539923755e-05,1.604621215845819e-10,3.645672520875529e-12
1.4125375446227555e-05,5623413251.903491,1.6238025601918117e-36,405352210321.83167,0.9999354803146008,6.451968539923758e-05,1.2032961579347843e-10,2.7338687125270163e-12
1.4125375446227555e-05,7498942093.324558,9.131312835457448e-37,720829489429.0802,0.9999354803146007,6.451968539923758e-05,9.02344820947287e-11,2.0501123165991858e-12
1.4125375446227555e-05,10000000000.0,5.134914560618787e-37,1281836239200.6023,0.9999354803146008,6.451968539923757e-05,6.766631560495023e-11,1.5373673546988758e-12
1.4125375446227555e-05,13335214321.63324,2.887574658757588e-37,2279462991212.1587,0.9999354803146008,6.451968539923757e-05,5.074257823901457e-11,1.1528628769054427e-12
1.4125375446227555e-05,17782794100.38923,1.6238025601918114e-37,4053522103218.3174,0.9999354803146008,6.451968539923759e-05,3.80515655880361e-11,8.645251955457473e-13
1.4125375446227555e-05,23713737056.616554,9.131312835457448e-38,7208294894290.803,0.9999354803146008,6.451968539923759e-05,2.8534648690502418e-11,6.48302437961765e-13
1.4125375446227555e-05,31622776601.683792,5.134914560618788e-38,12818362392006.021,0.9999354803146008,6.451968539923755e-05,2.139796781834371e-11,4.861582441236412e-13
1.4125375446227555e-05,42169650342.85822,2.887574658757587e-38,22794629912121.594,0.9999354803146008,6.451968539923759e-05,1.6046212158458188e-11,3.6456725208755295e-13
1.4125375446227555e-05,56234132519.034904,1.6238025601918123e-38,40535221032183.15,0.9999354803146007,6.451968539923755e-05,1.2032961579347844e-11,2.7338687125270166e-13
1.4125375446227555e-05,74989420933.24559,9.13131283545745e-39,72082948942908.02,0.9999354803146008,6.451968539923755e-05,9.02344820947287e-12,2.0501123165991856e-13
1.4125375446227555e-05,100000000000.0,5.1349145606187876e-39,128183623920060.22,0.9999354803146008,6.451968539923755e-05,6.766631560495022e-12,1.5373673546988758e-13
1.4125375446227555e-05,133352143216.3324,2.8875746587575878e-39,227946299121215.88,0.9999354803146008,6.451968539923758e-05,5.074257823901456e-12,1.1528628769054427e-13
1.4125375446227555e-05,177827941003.89227,1.623802560191812e-39,405352210321831.56,0.9999354803146007,6.451968539923757e-05,3.8051565588036105e-12,8.645251955457473e-14
1.4125375446227555e-05,237137370566.16553,9.13131283545745e-40,720829489429080.1,0.9999354803146009,6.451968539923755e-05,2.853464869050242e-12,6.483024379617649e-14
1.4125375446227555e-05,316227766016.83795,5.1349145606187855e-40,1281836239200602.8,0.9999354803146008,6.451968539923759e-05,2.1397967818343706e-12,4.861582441236412e-14
1.4125375446227555e-05,421696503428.5823,2.8875746587575877e-40,2279462991212159.0,0.9999354803146008,6.451968539923757e-05,1.604621215845819e-12,3.6456725208755295e-14
1.4125375446227555e-05,562341325190.3491,1.6238025601918112e-40,4053522103218318.0,0.9999354803146007,6.451968539923759e-05,1.203296157934784e-12,2.7338687125270162e-14
1.4125375446227555e-05,749894209332.4558,9.131312835457451e-41,7208294894290800.0,0.9999354803146008,6.451968539923757e-05,9.023448209472871e-13,2.050112316599186e-14
1.4125375446227555e-05,1000000000000.0,5.134914560618789e-41,1.281836239200602e+16,0.9999354803146007,6.451968539923754e-05,6.766631560495023e-13,1.5373673546988758e-14
1.4125375446227555e-05,1333521432163.324,2.887574658757588e-41,2.2794629912121584e+16,0.9999354803146007,6.451968539923755e-05,5.074257823901457e-13,1.1528628769054427e-14
1.4125375446227555e-05,1778279410038.9229,1.6238025601918115e-41,4.053522103218317e+16,0.9999354803146009,6.451968539923758e-05,3.8051565588036103e-13,8.645251955457473e-15
1.4125375446227555e-05,2371373705661.6553,9.131312835457453e-42,7.208294894290798e+16,0.9999354803146007,6.451968539923755e-05,2.853464869050242e-13,6.4830243796176496e-15
1.4125375446227555e-05,3162277660168.3794,5.134914560618786e-42,1.2818362392006027e+17,0.9999354803146008,6.451968539923757e-05,2.1397967818343708e-13,4.861582441236412e-15
1.4125375446227555e-05,4216965034285.8223,2.8875746587575877e-42,2.2794629912121587e+17,0.9999354803146008,6.451968539923759e-05,1.604621215845819e-13,3.64567252087553e-15
1.4125375446227555e-05,5623413251903.491,1.623802560191812e-42,4.053522103218316e+17,0.9999354803146007,6.451968539923755e-05,1.2032961579347843e-13,2.733868712527016e-15
1.4125375446227555e-05,7498942093324.559,9.131312835457447e-43,7.208294894290804e+17,0.9999354803146009,6.451968539923758e-05,9.023448209472869e-14,2.0501123165991856e-15
1.4125375446227555e-05,10000000000000.0,5.134914560618787e-43,1.2818362392006024e+18,0.9999354803146008,6.451968539923757e-05,6.766631560495022e-14,1.537367354698876e-15
1.4125375446227555e-05,13335214321633.24,2.8875746587575875e-43,2.279462991212159e+18,0.9999354803146008,6.451968539923758e-05,5.0742578239014564e-14,1.1528628769054427e-15
1.4125375446227555e-05,17782794100389.227,1.6238025601918117e-43,4.053522103218317e+18,0.9999354803146008,6.451968539923759e-05,3.8051565588036106e-14,8.645251955457473e-16
1.4125375446227555e-05,23713737056616.55,9.13131283545745e-44,7.208294894290801e+18,0.9999354803146009,6.451968539923759e-05,2.853464869050242e-14,6.48302437961765e-16
1.4125375446227555e-05,31622776601683.793,5.134914560618787e-44,1.2818362392006023e+19,0.9999354803146007,6.451968539923757e-05,2.139796781834371e-14,4.861582441236412e-16
1.4125375446227555e-05,42169650342858.23,2.8875746587575857e-44,2.2794629912121602e+19,0.9999354803146009,6.45196853992376e-05,1.6046212158458186e-14,3.6456725208755293e-16
1.4125375446227555e-05,56234132519034.91,1.6238025601918122e-44,4.053522103218315e+19,0.9999354803146007,6.451968539923758e-05,1.2032961579347844e-14,2.7338687125270166e-16
1.4125375446227555e-05,74989420933245.58,9.131312835457451e-45,7.2082948942908e+19,0.9999354803146008,6.451968539923757e-05,9.02344820947287e-15,2.0501123165991858e-16
1.4125375446227555e-05,100000000000000.0,5.1349145606187864e-45,1.2818362392006025e+20,0.9999354803146007,6.451968539923757e-05,6.766631560495022e-15,1.5373673546988757e-16
1.4125375446227555e-05,133352143216332.4,2.8875746587575876e-45,2.279462991212159e+20,0.9999354803146008,6.451968539923755e-05,5.074257823901456e-15,1.1528628769054425e-16
1.4125375446227555e-05,177827941003892.28,1.623802560191812e-45,4.053522103218316e+20,0.9999354803146008,6.451968539923757e-05,3.805156558803611e-15,8.645251955457473e-17
1.4125375446227555e-05,237137370566165.53,9.13131283545745e-46,7.2082948942908e+20,0.9999354803146007,6.451968539923757e-05,2.8534648690502418e-15,6.48302437961765e-17
1.4125375446227555e-05,316227766016837.94,5.134914560618786e-46,1.2818362392006028e+21,0.9999354803146008,6.451968539923759e-05,2.1397967818343706e-15,4.861582441236412e-17
1.4125375446227555e-05,421696503428582.25,2.887574658757587e-46,2.2794629912121594e+21,0.9999354803146008,6.451968539923759e-05,1.6046212158458188e-15,3.6456725208755297e-17
1.4125375446227555e-05,562341325190349.06,1.623802560191812e-46,4.053522103218316e+21,0.9999354803146008,6.451968539923757e-05,1.2032961579347844e-15,2.7338687125270162e-17
1.4125375446227555e-05,749894209332455.9,9.13131283545745e-47,7.208294894290801e+21,0.9999354803146007,6.451968539923755e-05,9.02344820947287e-16,2.0501123165991855e-17
1.4125375446227555e-05,1000000000000000.0,5.134914560618788e-47,1.2818362392006021e+22,0.9999354803146008,6.451968539923757e-05,6.766631560495023e-16,1.537367354698876e-17
1.4125375446227555e-05,1333521432163324.0,2.8875746587575866e-47,2.2794629912121594e+22,0.9999354803146008,6.451968539923758e-05,5.074257823901456e-16,1.1528628769054427e-17
1.4125375446227555e-05,1778279410038922.8,1.623802560191812e-47,4.053522103218316e+22,0.9999354803146007,6.451968539923758e-05,3.805156558803611e-16,8.645251955457474e-18
1.4125375446227555e-05,2371373705661655.5,9.13131283545745e-48,7.208294894290801e+22,0.9999354803146008,6.451968539923758e-05,2.853464869050242e-16,6.483024379617649e-18
1.4125375446227555e-05,3162277660168379.5,5.1349145606187856e-48,1.2818362392006027e+23,0.9999354803146007,6.451968539923758e-05,2.1397967818343705e-16,4.861582441236412e-18
1.4125375446227555e-05,4216965034285822.5,2.8875746587575865e-48,2.2794629912121597e+23,0.9999354803146009,6.451968539923757e-05,1.6046212158458188e-16,3.645672520875529e-18
1.4125375446227555e-05,5623413251903491.0,1.6238025601918113e-48,4.053522103218318e+23,0.9999354803146008,6.451968539923758e-05,1.2032961579347842e-16,2.7338687125270162e-18
1.4125375446227555e-05,7498942093324558.0,9.131312835457453e-49,7.208294894290798e+23,0.9999354803146007,6.451968539923758e-05,9.023448209472871e-17,2.050112316599186e-18
1.4125375446227555e-05,1e+16,5.134914560618784e-49,1.281836239200603e+24,0.9999354803146009,6.45196853992376e-05,6.766631560495021e-17,1.5373673546988758e-18
2.1544346900318823e-05,100000000.0,1.82193643867798e-32,36127053.772392124,0.9999354803146008,6.451968539923755e-05,6.766631560495023e-09,1.5373673546988758e-10
