z,H_GeV,E,DL_GeV^-1,DA_GeV^-1,chi_GeV^-1
8.729905723914996,2.4553916138571284e-41,20.63480474950596,1.41918722348611e+43,1.4990717782098274e+41,1.458582707536323e+42
8.992808385607445,2.5554451336472796e-41,21.475642045568637,1.468021432940441e+43,1.470135201691645e+41,1.4690779371440963e+42
9.263628407659883,2.6599128728862637e-41,22.353575891091726,1.518468184429036e+43,1.4414641861067129e+41,1.4794652769149194e+42
9.542604222786027,2.7689933608140836e-41,23.270274701036584,1.5705787177265865e+43,1.413070734619479e+41,1.489744549389467e+42
9.829981444143117,2.88289417262399e-41,24.227482911426925,1.6244058531163802e+43,1.3849660279575759e+41,1.4999156383549144e+42
10.12601308157226,3.0018323434870674e-41,25.227024458759825,1.6800040392806072e+43,1.357160444940822e+41,1.5099784864204016e+42
10.430959764350874,3.126034801622597e-41,26.27080641947498,1.7374294026449272e+43,1.3296635837858852e+41,1.519933092637904e+42
10.745089970653362,3.2557388212992245e-41,27.360822816920013,1.7967397982212072e+43,1.3024842840647812e+41,1.5297795101702887e+42
11.068680263922046,3.391192496693518e-41,28.49915860359866,1.8579948619935962e+43,1.2756306492022002e+41,1.539517844008066e+42
11.40201553635644,3.532655237576034e-41,29.687993826854626,1.9212560648944556e+43,1.2491100694034662e+41,1.5491482487361057e+42
11.74538925973526,3.6803982878406527e-41,30.929607986527422,1.98658676841801e+43,1.2229292449116813e+41,1.5586709263513494e+42
12.09910374379197,3.834705267940755e-41,32.226384593518304,2.054052281921015e+43,1.1970942094992552e+41,1.5680861241323382e+42
12.463470402371359,3.9958727423459523e-41,33.580815938625825,2.1237199216611838e+43,1.1716103541055508e+41,1.5773941325611908e+42
12.838810027601474,4.164210813185621e-41,34.99550808145205,2.1956590716256194e+43,1.146482450538752e+41,1.5865952832984793e+42
13.225453072322285,4.340043741300583e-41,36.47318606964333,2.2699412462030574e+43,1.1217146751662596e+41,1.5956899472112863e+42
13.623739941019743,4.5237105959820183e-41,38.01669939921514,2.346640154755313e+43,1.0973106325239347e+41,1.6046785324545902e+42
14.034021289521357,4.715565934737248e-41,39.629027727218805,2.4258317681449847e+43,1.073273378780312e+41,1.6135614826059732e+42
14.456658333717185,4.915980514485511e-41,41.31328684854215,2.507594387278157e+43,1.0496054449974869e+41,1.622339274853534e+42
14.892023167577971,5.125342035653437e-41,43.07273494919493,2.5920087137226127e+43,1.0263088601357392e+41,1.6310124182367707e+42
15.340499090750493,5.344055920709717e-41,44.91077914901716,2.679157922463853e+43,1.0033851737540741e+41,1.639581451940097e+42
15.802480946018484,5.572546128751733e-41,46.830982347363395,2.7691277368631023e+43,9.808354783637403e+40,1.648046943638567e+42
16.27837546692625,5.811256007833646e-41,48.83707038596173,2.8620065058833846e+43,9.586604313964235e+40,1.65640948789529e+42
16.76860163587103,6.060649186806068e-41,50.932939543823075,2.957885283651746e+43,9.368602767532053e+40,1.6646697046099588e+42
17.2735910529794,6.321210508521914e-41,53.12266437978666,3.056857911427721e+43,9.154348659045265e+40,1.6728282375178354e+42
17.793788316092407,6.593447006351671e-41,55.41050593903262,3.1590211020502596e+43,8.943836785153098e+40,1.6808857527384778e+42
18.329651412194067,6.87788892604442e-41,57.8009203406744,3.264474526937479e+43,8.7370584257306e+40,1.6888429373734555e+42
18.881652120627777,7.175090795068466e-41,60.29856776436405,3.3733209057158524e+43,8.534001540002084e+40,1.6967004981522315e+42
19.45027642845567,7.485632541667937e-41,62.90832185470423,3.485666098557722e+43,8.334650957351803e+40,1.7044591601253706e+42
20.036024958326585,7.810120665979168e-41,65.63527956316422,3.601619201308412e+43,8.138988562696497e+40,1.7121196654041812e+42
20.63941340922937,8.149189465663576e-41,68.48477144814555,3.7212926434866436e+43,7.946993476322349e+40,1.7196827719458814e+42
21.26097301051952,8.503502318632097e-41,71.46237245483827,3.844802289244465e+43,7.758642228114533e+40,1.7271492523833467e+42
21.90125098961896,8.873753025560695e-41,74.57391319755367,3.972267541375503e+43,7.573908926131277e+40,1.7345198928984778e+42
22.56081105380062,9.260667215026916e-41,77.82549176831658,4.103811448463006e+43,7.392765419496204e+40,1.7417954921382113e+42
23.240233886482102,9.665003814234595e-41,81.22348609665235,4.239560815261885e+43,7.215181455602726e+40,1.7489768601721845e+42
23.940117658465283,1.0087556588437757e-40,84.7745668867131,4.379646316411807e+43,7.041124831642467e+40,1.7560648174910468e+42
24.661078554572,1.0529155752325892e-40,88.48571115915867,4.524202613581274e+43,6.870561540486361e+40,1.7630601940444173e+42
25.403751316139466,1.099066965679168e-40,92.36421642654196,4.673368476145665e+43,6.703455910962047e+40,1.7699638283174702e+42
26.16878979985301,1.1473006554668891e-40,96.4177155323501,4.827286905505258e+43,6.539770742584762e+40,1.7767765664451402e+42
26.956867553408205,1.1977116449203607e-40,100.65419218532574,4.98610526315248e+43,6.379467434811038e+40,1.78349926136293e+42
27.768678408509125,1.2503993029205853e-40,105.08199722224008,5.149975402600867e+43,6.222506110895364e+40,1.7901327719933153e+42
28.604937091724864,1.3054675695022364e-40,109.70986563391509,5.31905380529163e+43,6.068845736439505e+40,1.796677962466742e+42
29.46637985374211,1.3630251679674449e-40,114.54693439100154,5.493501720597155e+43,5.918444232732636e+40,1.803135701376218e+42
30.353765117567786,1.4231858269718675e-40,119.60276110781504,5.673485310044405e+43,5.771258584987705e+40,1.8095068610645112e+42
31.267874146252378,1.4860685130612767e-40,124.88734358442089,5.859175795884804e+43,5.627244945585815e+40,1.8157923169429787e+42
32.209511730721935,1.5517976741605267e-40,130.41114026914298,6.050749614141064e+43,5.486358732445739e+40,1.821992946841055e+42
33.179506898324206,1.62050349454159e-40,136.18509168575952,6.248388572265249e+43,5.348554722640202e+40,1.828109630385453e+42
34.17871364271279,1.69232216182347e-40,142.22064287184236,6.452280011546457e+43,5.213787141384197e+40,1.834143248408128e+42
35.20801167571189,1.7673961465842644e-40,148.5297668770061,6.662616974410611e+43,5.082009746523628e+40,1.8400946823820912e+42
36.268307201823525,1.845874495194543e-40,155.1249893722597,6.879598376759151e+43,4.953175908654708e+40,1.8459648138841506e+42
37.36053371605933,1.927913136511597e-40,162.01941442420852,7.103429185497794e+43,4.827238687006255e+40,1.851754524083694e+42
38.485652825798994,2.0136752031060967e-40,169.2267514905418,7.334320601411077e+43,4.704150901218006e+40,1.8574646932566362e+42
39.644655097399315,2.1033313677263378e-40,176.76134369606802,7.572490247543058e+43,4.583865199148603e+40,1.863096200323666e+42
40.838560928298854,2.1970601957406753e-40,184.63819745153748,7.818162363249368e+43,4.466334120846967e+40,1.868649922411959e+42
42.068421445386335,2.295048514336015e-40,192.87301348062277,8.071568004090722e+43,4.3515101588203023e+40,1.874126734439528e+42
43.33531943042344,2.397491799289479e-40,201.48221932372675,8.332945247743157e+43,4.239345814731297e+40,1.8795275087214075e+42
44.640370273336956,2.504594580171658e-40,210.48300339075857,8.60253940610544e+43,4.1297936526558306e+40,1.884853114596888e+42
45.98472295421948,2.616570864883393e-40,219.89335063867495,8.880603243789567e+43,4.0228063490311433e+40,1.890104418077034e+42
47.36956105490317,2.733644584473824e-40,229.73207995343395,9.167397203185788e+43,3.9183367394226306e+40,1.8952822815117314e+42
48.79610380099735,2.8560500592357123e-40,240.0188833200643,9.46318963629936e+43,3.8163378622354896e+40,1.9003875632755478e+42
50.26560713530715,2.9840324871248823e-40,250.7743668688259,9.768257043562127e+43,3.7167629994952324e+40,1.9054211174716838e+42
51.77936482357836,3.117848455604198e-40,262.02009388993883,1.0082884319828108e+44,3.6195657148187235e+40,1.9103837936533362e+42
53.33870959354208,3.2577664780689293e-40,273.778629914102,1.0407365007768535e+44,3.5246998886948446e+40,1.9152764365617924e+42
54.94501430826173,3.4040675560698648e-40,286.07358996102187,1.0742001558888254e+44,3.4321197511912317e+40,1.9200998858806117e+42
56.599693174815826,3.5570457686132352e-40,298.9296880634427,1.1087105602392018e+44,3.341779912200739e+40,1.9248549760052555e+42
58.30420298938022,3.717008889882621e-40,312.37278917972515,1.1442998222136072e+44,3.2536353893383966e+40,1.929542535827554e+42
60.06004441980644,3.884279036797744e-40,326.4299636138786,1.1810010241907465e+44,3.1676416335966783e+40,1.934163388534414e+42
61.86876332682491,4.0591933478985335e-40,341.1295440681318,1.2188482519280777e+44,3.083754552863887e+40,1.938718351420185e+42
63.73195212503659,4.242104695120443e-40,356.5011854596415,1.2578766248309456e+44,3.001930533407398e+40,1.9432082357121322e+42
65.65125118489102,4.433382430108737e-40,372.5759276398143,1.2981223271316615e+44,2.9221264594204193e+40,1.9476338464084663e+42
67.62835027688523,4.633413166805822e-40,389.38626116196974,1.339622640005811e+44,2.844299730727846e+40,1.9519959821284096e+42
69.66499005925495,4.8426016021367395e-40,406.9661962507246,1.3824159746538867e+44,2.768408278743647e+40,1.9562954349737893e+42
71.76296361046789,5.061371376714066e-40,425.35133513455906,1.4265419063771848e+44,2.694410580769172e+40,1.9605329904016695e+42
73.92411800786836,5.290165977584916e-40,444.5789479115482,1.4720412096777702e+44,2.6222656727186484e+40,1.9647094271075432e+42
76.150355953863,5.52944968514986e-40,464.68805212724664,1.518955894413208e+44,2.5519331603551094e+40,1.9688255169186325e+42
78.44363745107943,5.779708566496667e-40,485.7194962532167,1.5673292430376779e+44,2.483373229116966e+40,1.9728820246968466e+42
80.80598152797258,6.041451517511224e-40,507.7160472647294,1.6172058489620355e+44,2.4165466526124503e+40,1.9768797082509808e+42
83.23946801639799,6.3152113562541184e-40,530.7224825267689,1.6686316560663575e+44,2.3514147998562265e+40,1.9808193182577352e+42
85.74623938271701,6.601545970224661e-40,554.7856862086687,1.7216539993995162e+44,2.287939641319583e+40,1.9847015981911627e+42
88.328502614046,6.9010395202749084e-40,579.9547504595448,1.7763216471013566e+44,2.2260837538627746e+40,1.9885272842601616e+42
90.98853116131045,7.2143037040850375e-40,606.2810815891888,1.8326848435841234e+44,2.1658103246153225e+40,1.9922971053536448e+42
93.72866694081428,7.541979082268671e-40,633.818511512305,1.8907953540108744e+44,2.107083153867372e+40,1.9960117829930282e+42
96.551322396087,7.884736470342959e-40,662.6234147279397,1.9507065101097507e+44,2.0498666570325389e+40,1.999672031291703e+42
99.4589826218235,8.243278399973955e-40,692.7548311207189,2.012473257364142e+44,1.9941258657401228e+40,2.0032785569211572e+42
102.45420755178691,8.618340653093617e-40,724.2745948861267,2.076152203619975e+44,1.9398264281120304e+40,2.0068320590834345e+42
105.53963421260038,9.010693872681224e-40,757.2474698985661,2.141801669152601e+44,1.886934608277323e+40,2.0103332294896235e+42
108.71797904541226,9.421145254209853e-40,791.7412918584102,2.2094817382370165e+44,1.8354172851749185e+40,2.0137827523440914e+42
111.99204029747867,9.850540321978331e-40,827.8271175727235,2.279254312266476e+44,1.7852419506926864e+40,2.0171813043341743e+42
115.36470048576889,1.02997647947817e-39,865.5793817438783,2.3511831644658927e+44,1.7363767071889355e+40,2.020529554625061e+42
118.83892893476288,1.0769746545619246e-39,905.0760616609745,2.4253339962478264e+44,1.688790264440139e+40,2.0238281648596123e+42
122.4177843906747,1.1261457660399636e-39,946.3988502108488,2.5017744952602756e+44,1.6424519360566524e+40,2.0270777891628617e+42
126.10441771440405,1.1775916600878289e-39,989.6333376486332,2.5805743951769844e+44,1.5973316354061623e+40,2.0302790741509703e+42
129.9020746555864,1.2314190477353887e-39,1034.8692025923337,2.6618055372824735e+44,1.5533998710826548e+40,2.0334326589443997e+42
133.81409871018403,1.287739743695983e-39,1082.2004127318655,2.7455419339055926e+44,1.510627741956818e+40,2.0365391751850886e+42
137.84393406413406,1.346670917371354e-39,1131.7254357704617,2.8318598337569864e+44,1.4689869318419806e+40,2.0395992470574254e+42
141.995128625645,1.4083353566832805e-39,1183.5474611454904,2.9208377892275382e+44,1.428449703807944e+40,2.042613491312815e+42
146.27133714881134,1.4728617454195282e-39,1237.7746331065277,3.012556725706563e+44,1.3889888941733964e+40,2.045582517297649e+42
150.67632445129627,1.540384954820576e-39,1294.5202957612057,3.1071000129802876e+44,1.350577906205975e+40,2.0485069269844988e+42
155.2139687289158,1.611046350174744e-39,1353.9032507339334,3.2045535387729696e+44,1.3131907035575065e+40,2.0513873150063527e+42
159.88826497004186,1.6849941132329673e-39,1416.0480281192467,3.3050057844948795e+44,1.276801803460458e+40,2.0542242686937343e+42
164.7033284728308,1.7623835813006583e-39,1481.0851714503817,3.4085479032632986e+44,1.241386269710215e+40,2.057018368114539e+42
169.66339846837417,1.8433776039130854e-39,1549.1515374448106,3.515273800264672e+44,1.2069197054564328e+40,2.0597701861164398e+42
174.77284185296077,1.9281469180525968e-39,1620.3906113321148,3.625280215528102e+44,1.1733782458253934e+40,2.062480288371714e+42
180.03615703273695,2.0168705429210246e-39,1694.9528386157886,3.7386668091824754e+44,1.1407385503940574e+40,2.065149233424353e+42
185.4579778841493,2.1097361953389397e-39,1772.9959741695889,3.855536249271691e+44,1.1089777955352943e+40,2.0677775727393254e+42
191.04307783365672,2.2069407269052477e-39,1854.6854496210053,3.975994302204689e+44,1.0780736666526273e+40,2.070365850753862e+42
196.79637406030395,2.308690584116178e-39,1940.194760029517,4.100149925919298e+44,1.0480043503217408e+40,2.072914604930649e+42
202.72293182485612,2.4152022927122308e-39,2029.705870925724,4.2281153658412795e+44,1.0187485263549437e+40,2.0754243658128085e+42
208.82796892930614,2.526702967595371e-39,2123.4096468393946,4.360006253722406e+44,9.902853598037897e+39,2.0778956570805633e+42
215.11686031068083,2.643430849736936e-39,2221.5063025101704,4.495941709443927e+44,9.625944929141033e+39,2.0803289956094788e+42
221.59514277319045,2.765635871579653e-39,2324.2058780443695,4.636044445874384e+44,9.35656037046747e+39,2.082724891530182e+42
228.26851986288756,2.8935802525251216e-39,2431.728739355232,4.780440876873398e+44,9.094505645766099e+39,2.0850838482894677e+42
235.14286688912736,3.027539126191424e-39,2544.306105302395,4.929261228535828e+44,8.839591007814646e+39,2.0874063627127008e+42
242.22423609724996,3.167801201224527e-39,2662.1806030295443,5.082639653773531e+44,8.591631157315642e+39,2.0896929250674286e+42
249.518861997039,3.314669457552143e-39,2785.6068530874745,5.240714350334892e+44,8.350445161901014e+39,2.091944019128122e+42
257.03316685164793,3.4684618800801734e-39,2914.8520860234244,5.40362768236531e+44,8.115856375339451e+39,2.0941601222419752e+42
264.7737663318257,3.629512231950076e-39,3050.19679221692,5.571526305614921e+44,7.887692357033987e+39,2.0963417053956785e+42
272.7474753404214,3.7981708696009746e-39,3191.9354068478033,5.744561296403079e+44,7.665784791890823e+39,2.09848923328311e+42
280.96131401229366,3.974805602013473e-39,3340.377031994007,5.922888284452377e+44,7.449969410634396e+39,2.1006031643738673e+42
289.42251389490986,4.1598025966534175e-39,3495.846197975397,6.106667589708434e+44,7.240085910637924e+39,2.1026839509825835e+42
298.13852431507377,4.353567334783834e-39,3658.6836661859948,6.29606436326515e+44,7.035977877333235e+39,2.104732039338969e+42
307.1170189373893,4.556525618972383e-39,3829.2472757906803,6.49124873251877e+44,6.837492706258511e+39,2.1067478696585145e+42
316.36590252023285,4.7691246357906236e-39,4007.912836804386,6.692395950677802e+44,6.644481525797733e+39,2.1087318762138115e+42
325.893317875184,4.991834076880637e-39,4195.075072222505,6.899686550759699e+44,6.456799120660956e+39,2.1106844874064302e+42
335.70765303603906,5.2251473217548725e-39,4391.148612031119,7.113306504209138e+44,6.274303856150225e+39,2.1126061258393123e+42
345.81754864372266,5.469582685897065e-39,4596.569042095438,7.333447384276847e+44,6.096857603251784e+39,2.114497208389626e+42
356.2319055535955,5.725684737946471e-39,4811.794011104996,7.560306534302093e+44,5.924325664591362e+39,2.1163581462820434e+42
366.9598926718588,5.994025689975267e-39,5037.304398945433,7.794087241046301e+44,5.756576701285663e+39,2.118189345162396e+42
378.0109550279529,6.27520686511053e-39,5273.605550069686,8.034998913229726e+44,5.593482660719684e+39,2.1199912051716623e+42
389.3948220900574,6.569860247008648e-39,5521.228575656963,8.28325726542771e+44,5.434918705276281e+39,2.121764121020259e+42
401.1215163310147,6.87865011596226e-39,5780.731728576588,8.539084507487773e+44,5.280763142041306e+39,2.1235084820625834e+42
413.20136205221706,7.202274776708716e-39,6052.701855416681,8.802709539633698e+44,5.130897353504751e+39,2.125224672371784e+42
425.64499447322754,7.541468383315867e-39,6337.755930095399,9.074368153427788e+44,4.9852057292756534e+39,2.1269130708147135e+42
438.4633690951353,7.897002866846499e-39,6636.542673846081,9.354303238767676e+44,4.84357559882594e+39,2.128574051127035e+42
451.6677713458912,8.269689971848436e-39,6949.744266658114,9.642764997099381e+44,4.7058971652760264e+39,2.1302079819884458e+42
465.2698265161135,8.660383408084148e-39,7278.078155563648,9.940011161033868e+44,4.572063440232742e+39,2.1318152270979857e+42
479.2815099941127,9.069981124303159e-39,7622.298965487561,1.0246307220560002e+45,4.441970179688052e+39,2.1333961452493977e+42
493.7151578091455,9.499427711273943e-39,7983.200518725475,1.0561926656052645e+45,4.3155158209851065e+39,2.134951090406511e+42
508.5834774921813,9.949716941730697e-39,8361.617969483334,1.0887151178280713e+45,4.192601420856292e+39,2.1364804117786096e+42
523.8995592637418,1.042189445535618e-38,8758.430060303483,1.1222270975626168e+45,4.07313059453629e+39,2.1379844538957614e+42
539.6768875586653,1.0917060597416079e-38,9174.561507617558,1.1567584968731361e+45,3.957009455951513e+39,2.139463556684072e+42
555.9293528979407,1.1436373420185028e-38,9610.985524107484,1.1923401072798745e+45,3.8441465589858507e+39,2.140918055540835e+42
572.6712641180637,1.1981051856861303e-38,10068.726486023754,1.2290036467773748e+45,3.734452839821241e+39,2.1423482814095444e+42
589.9173609686836,1.255237907825816e-38,10548.862754106975,1.2667817876648625e+45,3.6278415603503503e+39,2.1437545608547405e+42
607.6828270896282,1.3151706043187117e-38,11052.529657285646,1.3057081852132342e+45,3.5242282526574145e+39,2.1451372161366554e+42
625.9833033787363,1.3780455254114027e-38,11580.922648882693,1.345817507193894e+45,3.4235306645622296e+39,2.1464965652856274e+42
644.8349017622636,1.4440124730375399e-38,12135.30064565687,1.3871454642954535e+45,3.325668706221271e+39,2.147832922176249e+42
664.2542193799871,1.5132292211991973e-38,12716.989560635233,1.4297288414551004e+45,3.2305643977789587e+39,2.1491465966012194e+42
684.2583531974968,1.5858619607912223e-38,13327.386041361488,1.4736055301322535e+45,3.138141818061268e+39,2.1504378943448632e+42
704.8649150585383,1.6620857703362593e-38,13967.961425894378,1.5188145615529576e+45,3.048327054303072e+39,2.151707117256282e+42
726.0920471906602,1.7420851141877184e-38,14640.265929643287,1.5653961409543438e+45,2.961048152899892e+39,2.152954563322106e+42
747.9584381778171,1.826054369853008e-38,15345.93307692687,1.6133916828593628e+45,2.8762350711740847e+39,2.154180526738805e+42
770.4833394139888,1.914198386190214e-38,16086.684391988316,1.662843847412917e+45,2.7938196301448775e+39,2.1553852979845252e+42
793.686582052305,2.0067330743384207e-38,16864.334365100007,1.713796577811469e+45,2.7137354682911598e+39,2.156569163890413e+42
817.5885944645944,2.103886033355412e-38,17680.795710344715,1.7662951388591664e+45,2.635917996295402e+39,2.1577324077113832e+42
842.2104202267329,2.2058972126569594e-38,18538.08493267272,1.8203861566845297e+45,2.5603043527566874e+39,2.1588753091962997e+42
867.5737366456217,2.313019613479709e-38,19438.328222908367,1.8761176596527925e+45,2.486833360860415e+39,2.15999814465752e+42
893.7008738441102,2.425520031725278e-38,20383.767700519187,1.9335391205100223e+45,2.4154454859919015e+39,2.1611011870397658e+42
920.6148344206646,2.543679844687014e-38,21376.768025169407,1.9927014997962787e+45,2.3460827942808073e+39,2.1621847059882764e+42
948.3393137010897,2.667795844313492e-38,22419.82339936242,2.0536572905661585e+45,2.278688912063033e+39,2.1632489679162024e+42
976.8987206001366,2.7981811198247077e-38,23515.564985837118,2.116460564456272e+45,2.2132089862465178e+39,2.164294236071195e+42
1006.3181991113602,2.9351659926686667e-38,24666.76876482643,2.1811670191403668e+45,2.1495896455671654e+39,2.165320770601144e+42
1036.6236504441476,3.07909900698826e-38,25876.363857817356,2.2478340272140643e+45,2.0877789627209637e+39,2.1663288286190224e+42
1067.8417558274084,3.230347978961581e-38,27147.44134607605,2.3165206865524298e+45,2.02772641735823e+39,2.1673186642667908e+42
1100.0,3.38930110858383e-38,28483.263613924228,2.3872878721849205e+45,1.9693828599258048e+39,2.168290528778311e+42
