z,H_km_s_Mpc,D_C_Mpc,D_M_Mpc,D_A_Mpc,D_L_Mpc,mu_mag
2.6592,270.736444067,6150.65128995,6150.65128995,1680.87322091,22506.4632002,46.7615362637
2.6604,270.864025561,6151.97976358,6151.97976358,1680.68510643,22518.7067266,46.7627172245
2.6616,270.991630668,6153.30761156,6153.30761156,1680.49694438,22530.9511505,46.7638976299
2.6628,271.119259384,6154.63483437,6154.63483437,1680.30873495,22543.1964713,46.7650774803
2.664,271.246911701,6155.96143248,6155.96143248,1680.1204783,22555.4426886,46.7662567764
2.6652,271.374587616,6157.28740637,6157.28740637,1679.93217461,22567.6898018,46.7674355185
2.6664,271.502287121,6158.6127565,6158.6127565,1679.74382405,22579.9378104,46.7686137073
2.6676,271.63001021,6159.93748336,6159.93748336,1679.55542681,22592.186714,46.7697913431
2.6688,271.757756879,6161.2615874,6161.2615874,1679.36698305,22604.4365118,46.7709684266
2.67,271.885527121,6162.5850691,6162.5850691,1679.17849294,22616.6872036,46.7721449582
2.6712,272.01332093,6163.90792893,6163.90792893,1678.98995667,22628.9387887,46.7733209384
2.6724,272.1411383,6165.23016736,6165.23016736,1678.8013744,22641.1912666,46.7744963676
2.6736,272.268979226,6166.55178487,6166.55178487,1678.61274632,22653.4446369,46.7756712465
2.6748,272.396843702,6167.8727819,6167.8727819,1678.42407258,22665.6988989,46.7768455756
2.676,272.524731722,6169.19315895,6169.19315895,1678.23535336,22677.9540523,46.7780193552
2.6772,272.65264328,6170.51291646,6170.51291646,1678.04658884,22690.2100964,46.7791925859
2.6784,272.780578371,6171.83205492,6171.83205492,1677.85777918,22702.4670308,46.7803652683
2.6796,272.908536988,6173.15057479,6173.15057479,1677.66892455,22714.724855,46.7815374027
2.6808,273.036519126,6174.46847653,6174.46847653,1677.48002514,22726.9835684,46.7827089898
2.682,273.164524779,6175.7857606,6175.7857606,1677.2910811,22739.2431705,46.7838800299
2.6832,273.292553941,6177.10242749,6177.10242749,1677.10209261,22751.5036609,46.7850505237
2.6844,273.420606607,6178.41847764,6178.41847764,1676.91305983,22763.765039,46.7862204715
2.6856,273.54868277,6179.73391153,6179.73391153,1676.72398294,22776.0273043,46.7873898739
2.6868,273.676782426,6181.04872961,6181.04872961,1676.53486211,22788.2904563,46.7885587314
2.688,273.804905567,6182.36293236,6182.36293236,1676.3456975,22800.5544945,46.7897270444
2.6892,273.933052189,6183.67652023,6183.67652023,1676.15648928,22812.8194184,46.7908948135
2.6904,274.061222285,6184.98949369,6184.98949369,1675.96723761,22825.0852275,46.7920620392
2.6916,274.189415851,6186.3018532,6186.3018532,1675.77794268,22837.3519213,46.7932287219
2.6928,274.317632879,6187.61359922,6187.61359922,1675.58860464,22849.6194992,46.7943948621
2.694,274.445873365,6188.92473222,6188.92473222,1675.39922366,22861.8879608,46.7955604604
2.6952,274.574137303,6190.23525264,6190.23525264,1675.20979991,22874.1573056,46.7967255171
2.6964,274.702424687,6191.54516096,6191.54516096,1675.02033356,22886.427533,46.7978900329
2.6976,274.830735511,6192.85445764,6192.85445764,1674.83082476,22898.6986426,46.7990540081
2.6988,274.959069769,6194.16314312,6194.16314312,1674.64127369,22910.9706338,46.8002174433
2.7,275.087427456,6195.47121788,6195.47121788,1674.45168051,22923.2435062,46.801380339
2.7012,275.215808567,6196.77868237,6196.77868237,1674.26204538,22935.5172592,46.8025426956
2.7024,275.344213094,6198.08553704,6198.08553704,1674.07236848,22947.7918923,46.8037045136
2.7036,275.472641034,6199.39178236,6199.39178236,1673.88264995,22960.0674052,46.8048657936
2.7048,275.601092379,6200.69741879,6200.69741879,1673.69288998,22972.3437971,46.8060265359
2.706,275.729567125,6202.00244677,6202.00244677,1673.50308871,22984.6210677,46.8071867411
2.7072,275.858065265,6203.30686677,6203.30686677,1673.31324632,22996.8992165,46.8083464097
2.7084,275.986586794,6204.61067924,6204.61067924,1673.12336297,23009.1782429,46.8095055421
2.7096,276.115131707,6205.91388463,6205.91388463,1672.93343882,23021.4581464,46.8106641388
2.7108,276.243699997,6207.21648341,6207.21648341,1672.74347402,23033.7389266,46.8118222003
2.712,276.372291658,6208.51847602,6208.51847602,1672.55346876,23046.020583,46.8129797271
2.7132,276.500906687,6209.81986292,6209.81986292,1672.36342317,23058.303115,46.8141367197
2.7144,276.629545075,6211.12064456,6211.12064456,1672.17333743,23070.5865222,46.8152931785
2.7156,276.758206819,6212.4208214,6212.4208214,1671.9832117,23082.870804,46.816449104
2.7168,276.886891912,6213.72039389,6213.72039389,1671.79304614,23095.15596,46.8176044968
2.718,277.015600349,6215.01936248,6215.01936248,1671.6028409,23107.4419897,46.8187593572
2.7192,277.144332123,6216.31772762,6216.31772762,1671.41259615,23119.7288926,46.8199136857
2.7204,277.27308723,6217.61548976,6217.61548976,1671.22231205,23132.0166681,46.8210674828
2.7216,277.401865664,6218.91264936,6218.91264936,1671.03198876,23144.3053158,46.8222207491
2.7228,277.530667419,6220.20920686,6220.20920686,1670.84162643,23156.5948353,46.8233734849
2.724,277.659492489,6221.50516271,6221.50516271,1670.65122522,23168.8852259,46.8245256908
2.7252,277.788340869,6222.80051737,6222.80051737,1670.46078529,23181.1764873,46.8256773671
2.7264,277.917212554,6224.09527128,6224.09527128,1670.2703068,23193.4686189,46.8268285145
2.7276,278.046107537,6225.38942489,6225.38942489,1670.07978992,23205.7616202,46.8279791333
2.7288,278.175025813,6226.68297865,6226.68297865,1669.88923478,23218.0554908,46.8291292241
2.73,278.303967376,6227.975933,6227.975933,1669.69864156,23230.3502301,46.8302787872
2.7312,278.432932222,6229.2682884,6229.2682884,1669.5080104,23242.6458377,46.8314278233
2.7324,278.561920343,6230.56004529,6230.56004529,1669.31734147,23254.942313,46.8325763326
2.7336,278.690931735,6231.85120411,6231.85120411,1669.12663491,23267.2396557,46.8337243158
2.7348,278.819966393,6233.14176532,6233.14176532,1668.9358909,23279.5378651,46.8348717732
2.736,278.94902431,6234.43172936,6234.43172936,1668.74510957,23291.8369409,46.8360187054
2.7372,279.078105481,6235.72109666,6235.72109666,1668.55429109,23304.1368825,46.8371651128
2.7384,279.2072099,6237.00986769,6237.00986769,1668.36343561,23316.4376894,46.8383109959
2.7396,279.336337562,6238.29804287,6238.29804287,1668.17254329,23328.7393611,46.8394563551
2.7408,279.465488461,6239.58562266,6239.58562266,1667.98161427,23341.0418973,46.8406011909
2.742,279.594662592,6240.8726075,6240.8726075,1667.79064872,23353.3452973,46.8417455038
2.7432,279.723859949,6242.15899783,6242.15899783,1667.59964678,23365.6495607,46.8428892942
2.7444,279.853080527,6243.44479409,6243.44479409,1667.40860861,23377.954687,46.8440325626
2.7456,279.98232432,6244.72999672,6244.72999672,1667.21753437,23390.2606757,46.8451753094
2.7468,280.111591322,6246.01460617,6246.01460617,1667.0264242,23402.5675264,46.8463175352
2.748,280.240881529,6247.29862288,6247.29862288,1666.83527825,23414.8752386,46.8474592404
2.7492,280.370194934,6248.58204729,6248.58204729,1666.64409668,23427.1838117,46.8486004254
2.7504,280.499531531,6249.86487983,6249.86487983,1666.45287965,23439.4932453,46.8497410907
2.7516,280.628891317,6251.14712095,6251.14712095,1666.26162729,23451.803539,46.8508812367
2.7528,280.758274284,6252.42877109,6252.42877109,1666.07033977,23464.1146921,46.852020864
2.754,280.887680427,6253.70983068,6253.70983068,1665.87901723,23476.4267044,46.853159973
2.7552,281.017109742,6254.99030016,6254.99030016,1665.68765982,23488.7395752,46.854298564
2.7564,281.146562222,6256.27017998,6256.27017998,1665.4962677,23501.0533041,46.8554366377
2.7576,281.276037862,6257.54947057,6257.54947057,1665.30484101,23513.3678906,46.8565741944
2.7588,281.405536656,6258.82817236,6258.82817236,1665.1133799,23525.6833343,46.8577112347
2.76,281.535058599,6260.10628579,6260.10628579,1664.92188452,23537.9996346,46.8588477589
2.7612,281.664603686,6261.3838113,6261.3838113,1664.73035502,23550.3167911,46.8599837675
2.7624,281.79417191,6262.66074933,6262.66074933,1664.53879155,23562.6348033,46.8611192609
2.7636,281.923763267,6263.93710031,6263.93710031,1664.34719426,23574.9536707,46.8622542397
2.7648,282.053377751,6265.21286467,6265.21286467,1664.15556329,23587.2733929,46.8633887042
2.766,282.183015357,6266.48804285,6266.48804285,1663.96389879,23599.5939694,46.864522655
2.7672,282.312676079,6267.76263528,6267.76263528,1663.77220091,23611.9153996,46.8656560925
2.7684,282.442359911,6269.0366424,6269.0366424,1663.5804698,23624.2376832,46.8667890171
2.7696,282.572066849,6270.31006464,6270.31006464,1663.3887056,23636.5608197,46.8679214292
2.7708,282.701796887,6271.58290244,6271.58290244,1663.19690846,23648.8848085,46.8690533294
2.772,282.831550018,6272.85515622,6272.85515622,1663.00507853,23661.2096492,46.8701847181
2.7732,282.961326239,6274.12682641,6274.12682641,1662.81321595,23673.5353414,46.8713155956
2.7744,283.091125543,6275.39791345,6275.39791345,1662.62132086,23685.8618845,46.8724459626
2.7756,283.220947925,6276.66841777,6276.66841777,1662.42939341,23698.1892782,46.8735758194
2.7768,283.35079338,6277.93833981,6277.93833981,1662.23743376,23710.5175218,46.8747051664
2.778,283.480661902,6279.20767998,6279.20767998,1662.04544203,23722.846615,46.8758340042
2.7792,283.610553485,6280.47643872,6280.47643872,1661.85341837,23735.1765572,46.8769623331
2.7804,283.740468125,6281.74461646,6281.74461646,1661.66136294,23747.5073481,46.8780901536
2.7816,283.870405816,6283.01221363,6283.01221363,1661.46927587,23759.8389871,46.8792174662
2.7828,284.000366552,6284.27923066,6284.27923066,1661.27715731,23772.1714737,46.8803442713
2.784,284.130350329,6285.54566797,6285.54566797,1661.08500739,23784.5048076,46.8814705693
2.7852,284.26035714,6286.81152599,6286.81152599,1660.89282627,23796.8389882,46.8825963607
2.7864,284.39038698,6288.07680515,6288.07680515,1660.70061408,23809.174015,46.8837216459
2.7876,284.520439845,6289.34150588,6289.34150588,1660.50837097,23821.5098877,46.8848464253
2.7888,284.650515728,6290.6056286,6290.6056286,1660.31609708,23833.8466056,46.8859706995
2.79,284.780614624,6291.86917374,6291.86917374,1660.12379254,23846.1841685,46.8870944688
2.7912,284.910736528,6293.13214172,6293.13214172,1659.93145751,23858.5225757,46.8882177337
2.7924,285.040881435,6294.39453297,6294.39453297,1659.73909212,23870.8618268,46.8893404947
2.7936,285.171049339,6295.65634792,6295.65634792,1659.54669652,23883.2019215,46.8904627521
2.7948,285.301240234,6296.91758698,6296.91758698,1659.35427084,23895.5428591,46.8915845064
2.796,285.431454116,6298.17825059,6298.17825059,1659.16181522,23907.8846392,46.892705758
2.7972,285.561690979,6299.43833916,6299.43833916,1658.96932981,23920.2272615,46.8938265074
2.7984,285.691950817,6300.69785312,6300.69785312,1658.77681474,23932.5707253,46.894946755
2.7996,285.822233626,6301.95679289,6301.95679289,1658.58427016,23944.9150303,46.8960665013
2.8008,285.9525394,6303.2151589,6303.2151589,1658.39169619,23957.2601759,46.8971857467
2.802,286.082868133,6304.47295156,6304.47295156,1658.19909299,23969.6061618,46.8983044916
2.8032,286.213219821,6305.73017129,6305.73017129,1658.00646069,23981.9529875,46.8994227364
2.8044,286.343594457,6306.98681853,6306.98681853,1657.81379942,23994.3006524,46.9005404817
2.8056,286.473992038,6308.24289368,6308.24289368,1657.62110933,24006.6491562,46.9016577277
2.8068,286.604412556,6309.49839717,6309.49839717,1657.42839056,24018.9984983,46.902774475
2.808,286.734856008,6310.75332941,6310.75332941,1657.23564323,24031.3486784,46.903890724
2.8092,286.865322388,6312.00769084,6312.00769084,1657.04286749,24043.6996959,46.9050064751
2.8104,286.99581169,6313.26148186,6313.26148186,1656.85006347,24056.0515505,46.9061217288
2.8116,287.126323909,6314.51470289,6314.51470289,1656.65723132,24068.4042415,46.9072364854
2.8128,287.25685904,6315.76735436,6315.76735436,1656.46437116,24080.7577687,46.9083507455
2.814,287.387417077,6317.01943667,6317.01943667,1656.27148313,24093.1121315,46.9094645094
2.8152,287.517998016,6318.27095026,6318.27095026,1656.07856738,24105.4673294,46.9105777775
2.8164,287.64860185,6319.52189552,6319.52189552,1655.88562402,24117.8233621,46.9116905504
2.8176,287.779228576,6320.77227289,6320.77227289,1655.69265321,24130.180229,46.9128028284
2.8188,287.909878186,6322.02208278,6322.02208278,1655.49965507,24142.5379297,46.9139146119
2.82,288.040550677,6323.27132559,6323.27132559,1655.30662974,24154.8964638,46.9150259015
2.8212,288.171246043,6324.52000176,6324.52000176,1655.11357735,24167.2558307,46.9161366974
2.8224,288.301964278,6325.76811168,6325.76811168,1654.92049803,24179.6160301,46.9172470001
2.8236,288.432705378,6327.01565579,6327.01565579,1654.72739193,24191.9770615,46.9183568101
2.8248,288.563469336,6328.26263448,6328.26263448,1654.53425917,24204.3389244,46.9194661278
2.826,288.694256149,6329.50904818,6329.50904818,1654.34109989,24216.7016183,46.9205749536
2.8272,288.82506581,6330.75489729,6330.75489729,1654.14791422,24229.0651429,46.921683288
2.8284,288.955898314,6332.00018224,6332.00018224,1653.95470229,24241.4294977,46.9227911312
2.8296,289.086753657,6333.24490343,6333.24490343,1653.76146423,24253.7946822,46.9238984839
2.8308,289.217631832,6334.48906127,6334.48906127,1653.56820018,24266.1606959,46.9250053463
2.832,289.348532835,6335.73265618,6335.73265618,1653.37491028,24278.5275385,46.926111719
2.8332,289.479456661,6336.97568856,6336.97568856,1653.18159464,24290.8952094,46.9272176023
2.8344,289.610403303,6338.21815883,6338.21815883,1652.9882534,24303.2637082,46.9283229967
2.8356,289.741372758,6339.4600674,6339.4600674,1652.79488669,24315.6330345,46.9294279025
2.8368,289.872365019,6340.70141468,6340.70141468,1652.60149465,24328.0031878,46.9305323202
2.838,290.003380082,6341.94220108,6341.94220108,1652.4080774,24340.3741677,46.9316362503
2.8392,290.134417942,6343.182427,6343.182427,1652.21463508,24352.7459737,46.9327396931
2.8404,290.265478592,6344.42209286,6344.42209286,1652.02116781,24365.1186054,46.933842649
2.8416,290.396562028,6345.66119906,6345.66119906,1651.82767572,24377.4920623,46.9349451185
2.8428,290.527668245,6346.89974601,6346.89974601,1651.63415895,24389.866344,46.936047102
2.844,290.658797238,6348.13773413,6348.13773413,1651.44061762,24402.24145,46.9371485999
2.8452,290.789949001,6349.37516381,6349.37516381,1651.24705186,24414.6173799,46.9382496126
2.8464,290.921123529,6350.61203546,6350.61203546,1651.0534618,24426.9941332,46.9393501405
2.8476,291.052320817,6351.84834949,6351.84834949,1650.85984757,24439.3717095,46.9404501841
2.8488,291.18354086,6353.08410631,6353.08410631,1650.66620929,24451.7501084,46.9415497437
2.85,291.314783652,6354.31930632,6354.31930632,1650.4725471,24464.1293293,46.9426488198
2.8512,291.446049189,6355.55394992,6355.55394992,1650.27886111,24476.509372,46.9437474128
2.8524,291.577337466,6356.78803753,6356.78803753,1650.08515147,24488.8902358,46.9448455231
2.8536,291.708648476,6358.02156954,6358.02156954,1649.8914183,24501.2719204,46.9459431511
2.8548,291.839982216,6359.25454636,6359.25454636,1649.69766171,24513.6544253,46.9470402973
2.856,291.97133868,6360.4869684,6360.4869684,1649.50388185,24526.0377501,46.9481369619
2.8572,292.102717862,6361.71883605,6361.71883605,1649.31007883,24538.4218944,46.9492331455
2.8584,292.234119757,6362.95014972,6362.95014972,1649.11625278,24550.8068577,46.9503288485
2.8596,292.365544362,6364.18090981,6364.18090981,1648.92240383,24563.1926395,46.9514240712
2.8608,292.496991669,6365.41111672,6365.41111672,1648.7285321,24575.5792394,46.9525188141
2.862,292.628461675,6366.64077086,6366.64077086,1648.53463772,24587.9666571,46.9536130776
2.8632,292.759954374,6367.86987263,6367.86987263,1648.34072081,24600.3548919,46.954706862
2.8644,292.89146976,6369.09842242,6369.09842242,1648.1467815,24612.7439436,46.9558001679
2.8656,293.02300783,6370.32642064,6370.32642064,1647.95281991,24625.1338116,46.9568929955
2.8668,293.154568577,6371.55386769,6371.55386769,1647.75883617,24637.5244956,46.9579853454
2.868,293.286151997,6372.78076396,6372.78076396,1647.56483039,24649.915995,46.9590772179
2.8692,293.417758084,6374.00710986,6374.00710986,1647.37080271,24662.3083095,46.9601686134
2.8704,293.549386833,6375.23290579,6375.23290579,1647.17675325,24674.7014386,46.9612595323
2.8716,293.68103824,6376.45815214,6376.45815214,1646.98268213,24687.0953818,46.962349975
2.8728,293.812712299,6377.68284931,6377.68284931,1646.78858947,24699.4901388,46.963439942
2.874,293.944409005,6378.90699771,6378.90699771,1646.5944754,24711.8857091,46.9645294336
2.8752,294.076128353,6380.13059772,6380.13059772,1646.40034004,24724.2820923,46.9656184502
2.8764,294.207870339,6381.35364974,6381.35364974,1646.20618351,24736.6792878,46.9667069923
2.8776,294.339634955,6382.57615417,6382.57615417,1646.01200592,24749.0772954,46.9677950602
2.8788,294.471422199,6383.79811142,6383.79811142,1645.81780742,24761.4761146,46.9688826543
2.88,294.603232064,6385.01952186,6385.01952186,1645.62358811,24773.8757448,46.9699697751
2.8812,294.735064546,6386.2403859,6386.2403859,1645.42934811,24786.2761858,46.971056423
2.8824,294.86691964,6387.46070394,6387.46070394,1645.23508756,24798.677437,46.9721425983
2.8836,294.99879734,6388.68047636,6388.68047636,1645.04080656,24811.079498,46.9732283014
2.8848,295.130697642,6389.89970357,6389.89970357,1644.84650524,24823.4823684,46.9743135327
2.886,295.26262054,6391.11838595,6391.11838595,1644.65218372,24835.8860478,46.9753982927
2.8872,295.394566029,6392.3365239,6392.3365239,1644.45784212,24848.2905357,46.9764825818
2.8884,295.526534104,6393.55411781,6393.55411781,1644.26348056,24860.6958317,46.9775664002
2.8896,295.658524761,6394.77116808,6394.77116808,1644.06909916,24873.1019354,46.9786497485
2.8908,295.790537994,6395.9876751,6395.9876751,1643.87469803,24885.5088463,46.979732627
2.892,295.922573799,6397.20363926,6397.20363926,1643.6802773,24897.916564,46.9808150362
2.8932,296.054632169,6398.41906094,6398.41906094,1643.48583709,24910.3250881,46.9818969763
2.8944,296.186713101,6399.63394056,6399.63394056,1643.29137751,24922.7344181,46.9829784479
2.8956,296.318816588,6400.84827848,6400.84827848,1643.09689868,24935.1445536,46.9840594512
2.8968,296.450942627,6402.06207511,6402.06207511,1642.90240072,24947.5554943,46.9851399868
2.898,296.583091212,6403.27533083,6403.27533083,1642.70788374,24959.9672396,46.986220055
2.8992,296.715262338,6404.48804604,6404.48804604,1642.51334788,24972.3797891,46.9872996561
2.9004,296.847456,6405.70022111,6405.70022111,1642.31879323,24984.7931424,46.9883787906
2.9016,296.979672193,6406.91185646,6406.91185646,1642.12421992,24997.2072991,46.9894574589
2.9028,297.111910913,6408.12295245,6408.12295245,1641.92962807,25009.6222588,46.9905356613
2.904,297.244172153,6409.33350948,6409.33350948,1641.7350178,25022.038021,46.9916133983
2.9052,297.376455909,6410.54352793,6410.54352793,1641.54038921,25034.4545853,46.9926906703
2.9064,297.508762177,6411.7530082,6411.7530082,1641.34574242,25046.8719513,46.9937674775
2.9076,297.64109095,6412.96195068,6412.96195068,1641.15107756,25059.2901185,46.9948438205
2.9088,297.773442225,6414.17035574,6414.17035574,1640.95639473,25071.7090865,46.9959196996
2.91,297.905815996,6415.37822377,6415.37822377,1640.76169406,25084.1288549,46.9969951152
2.9112,298.038212258,6416.58555517,6416.58555517,1640.56697565,25096.5494234,46.9980700677
2.9124,298.170631007,6417.79235031,6417.79235031,1640.37223962,25108.9707913,46.9991445574
2.9136,298.303072237,6418.99860958,6418.99860958,1640.17748609,25121.3929584,47.0002185848
2.9148,298.435535943,6420.20433337,6420.20433337,1639.98271517,25133.8159243,47.0012921503
2.916,298.56802212,6421.40952205,6421.40952205,1639.78792698,25146.2396884,47.0023652542
2.9172,298.700530764,6422.61417602,6422.61417602,1639.59312162,25158.6642503,47.0034378969
2.9184,298.833061869,6423.81829567,6423.81829567,1639.39829922,25171.0896097,47.0045100788
2.9196,298.965615431,6425.02188136,6425.02188136,1639.20345988,25183.5157662,47.0055818003
2.9208,299.098191444,6426.22493348,6426.22493348,1639.00860372,25195.9427192,47.0066530617
2.922,299.230789904,6427.42745243,6427.42745243,1638.81373086,25208.3704684,47.0077238636
2.9232,299.363410805,6428.62943857,6428.62943857,1638.6188414,25220.7990134,47.0087942061
2.9244,299.496054144,6429.83089229,6429.83089229,1638.42393545,25233.2283537,47.0098640898
2.9256,299.628719914,6431.03181398,6431.03181398,1638.22901314,25245.658489,47.010933515
2.9268,299.761408111,6432.23220401,6432.23220401,1638.03407457,25258.0894187,47.012002482
2.928,299.89411873,6433.43206277,6433.43206277,1637.83911985,25270.5211426,47.0130709914
2.9292,300.026851766,6434.63139063,6434.63139063,1637.6441491,25282.9536601,47.0141390433
2.9304,300.159607215,6435.83018798,6435.83018798,1637.44916242,25295.3869708,47.0152066383
2.9316,300.29238507,6437.02845519,6437.02845519,1637.25415993,25307.8210744,47.0162737767
2.9328,300.425185328,6438.22619264,6438.22619264,1637.05914174,25320.2559704,47.0173404589
2.934,300.558007984,6439.42340072,6439.42340072,1636.86410796,25332.6916584,47.0184066853
2.9352,300.690853032,6440.6200798,6440.6200798,1636.6690587,25345.128138,47.0194724562
2.9364,300.823720467,6441.81623026,6441.81623026,1636.47399407,25357.5654088,47.020537772
2.9376,300.956610286,6443.01185248,6443.01185248,1636.27891418,25370.0034703,47.0216026331
2.9388,301.089522482,6444.20694684,6444.20694684,1636.08381914,25382.4423222,47.0226670399
2.94,301.222457051,6445.4015137,6445.4015137,1635.88870906,25394.881964,47.0237309928
2.9412,301.355413989,6446.59555346,6446.59555346,1635.69358405,25407.3223953,47.0247944921
2.9424,301.48839329,6447.78906648,6447.78906648,1635.49844422,25419.7636157,47.0258575382
2.9436,301.621394949,6448.98205315,6448.98205315,1635.30328967,25432.2056248,47.0269201314
2.9448,301.754418961,6450.17451383,6450.17451383,1635.10812052,25444.6484221,47.0279822722
2.946,301.887465323,6451.3664489,6451.3664489,1634.91293687,25457.0920074,47.029043961
2.9472,302.020534028,6452.55785874,6452.55785874,1634.71773884,25469.53638,47.030105198
2.9484,302.153625072,6453.74874373,6453.74874373,1634.52252652,25481.9815397,47.0311659838
2.9496,302.28673845,6454.93910423,6454.93910423,1634.32730004,25494.4274861,47.0322263185
2.9508,302.419874157,6456.12894062,6456.12894062,1634.13205949,25506.8742186,47.0332862027
2.952,302.553032189,6457.31825328,6457.31825328,1633.93680498,25519.321737,47.0343456367
2.9532,302.68621254,6458.50704257,6458.50704257,1633.74153662,25531.7700407,47.0354046209
2.9544,302.819415206,6459.69530887,6459.69530887,1633.54625452,25544.2191294,47.0364631556
2.9556,302.952640182,6460.88305256,6460.88305256,1633.35095878,25556.6690027,47.0375212412
2.9568,303.085887463,6462.070274,6462.070274,1633.15564951,25569.1196602,47.038578878
2.958,303.219157044,6463.25697357,6463.25697357,1632.96032682,25581.5711014,47.0396360666
2.9592,303.352448921,6464.44315163,6464.44315163,1632.76499081,25594.0233259,47.0406928071
2.9604,303.485763088,6465.62880857,6465.62880857,1632.56964159,25606.4763334,47.0417491
2.9616,303.619099541,6466.81394474,6466.81394474,1632.37427927,25618.9301235,47.0428049457
2.9628,303.752458275,6467.99856052,6467.99856052,1632.17890394,25631.3846956,47.0438603445
2.964,303.885839285,6469.18265629,6469.18265629,1631.98351571,25643.8400495,47.0449152968
2.9652,304.019242566,6470.3662324,6470.3662324,1631.7881147,25656.2961847,47.0459698029
2.9664,304.152668114,6471.54928923,6471.54928923,1631.592701,25668.7531008,47.0470238633
2.9676,304.286115923,6472.73182715,6472.73182715,1631.39727471,25681.2107974,47.0480774783
2.9688,304.41958599,6473.91384653,6473.91384653,1631.20183595,25693.6692741,47.0491306482
2.97,304.553078308,6475.09534773,6475.09534773,1631.00638482,25706.1285305,47.0501833734
2.9712,304.686592874,6476.27633112,6476.27633112,1630.81092141,25718.5885661,47.0512356543
2.9724,304.820129683,6477.45679707,6477.45679707,1630.61544584,25731.0493807,47.0522874913
2.9736,304.953688729,6478.63674595,6478.63674595,1630.41995821,25743.5109737,47.0533388847
2.9748,305.087270008,6479.81617813,6479.81617813,1630.22445862,25755.9733448,47.0543898348
2.976,305.220873516,6480.99509396,6480.99509396,1630.02894717,25768.4364936,47.0554403421
2.9772,305.354499247,6482.17349382,6482.17349382,1629.83342397,25780.9004196,47.0564904069
2.9784,305.488147197,6483.35137807,6483.35137807,1629.63788912,25793.3651225,47.0575400296
2.9796,305.62181736,6484.52874708,6484.52874708,1629.44234272,25805.8306019,47.0585892105
2.9808,305.755509733,6485.70560121,6485.70560121,1629.24678487,25818.2968573,47.0596379499
2.982,305.88922431,6486.88194083,6486.88194083,1629.05121568,25830.7638884,47.0606862484
2.9832,306.022961087,6488.0577663,6488.0577663,1628.85563524,25843.2316947,47.0617341061
2.9844,306.156720059,6489.23307799,6489.23307799,1628.66004367,25855.7002759,47.0627815235
2.9856,306.290501221,6490.40787625,6490.40787625,1628.46444105,25868.1696316,47.0638285009
2.9868,306.424304569,6491.58216146,6491.58216146,1628.2688275,25880.6397613,47.0648750388
2.988,306.558130097,6492.75593398,6492.75593398,1628.0732031,25893.1106647,47.0659211373
2.9892,306.691977801,6493.92919416,6493.92919416,1627.87756797,25905.5823413,47.066966797
2.9904,306.825847676,6495.10194237,6495.10194237,1627.68192221,25918.0547908,47.0680120181
2.9916,306.959739718,6496.27417898,6496.27417898,1627.4862659,25930.5280128,47.0690568011
2.9928,307.093653921,6497.44590434,6497.44590434,1627.29059916,25943.0020068,47.0701011462
2.994,307.227590282,6498.61711881,6498.61711881,1627.09492209,25955.4767725,47.0711450539
2.9952,307.361548795,6499.78782276,6499.78782276,1626.89923477,25967.9523095,47.0721885245
2.9964,307.495529455,6500.95801655,6500.95801655,1626.70353732,25980.4286173,47.0732315583
2.9976,307.629532259,6502.12770054,6502.12770054,1626.50782983,25992.9056957,47.0742741557
2.9988,307.7635572,6503.29687508,6503.29687508,1626.3121124,26005.3835441,47.0753163171
3,307.897604276,6504.46554054,6504.46554054,1626.11638513,26017.8621622,47.0763580427
3.00061329872,307.966121904,6505.06262826,6505.06262826,1626.01634863,26024.2400596,47.0768902821
3.00122672283,308.034659321,6505.65970517,6505.65970517,1625.91628914,26030.6194619,47.0774225166
3.00184027233,308.103216533,6506.25677126,6506.25677126,1625.81620667,26037.0003694,47.0779547462
3.00245394727,308.171793544,6506.85382652,6506.85382652,1625.71610123,26043.3827823,47.078486971
3.00306774766,308.240390362,6507.45087095,6507.45087095,1625.61597284,26049.766701,47.0790191908
3.00368167353,308.309006991,6508.04790454,6508.04790454,1625.51582149,26056.1521259,47.0795514057
3.00429572491,308.377643438,6508.64492727,6508.64492727,1625.4156472,26062.5390572,47.0800836158
3.00490990182,308.446299708,6509.24193914,6509.24193914,1625.31544996,26068.9274954,47.0806158209
3.00552420429,308.514975807,6509.83894014,6509.83894014,1625.2152298,26075.3174408,47.0811480211
3.00613863234,308.583671741,6510.43593027,6510.43593027,1625.11498671,26081.7088936,47.0816802165
3.00675318601,308.652387515,6511.0329095,6511.0329095,1625.01472071,26088.1018543,47.082212407
3.0073678653,308.721123136,6511.62987784,6511.62987784,1624.91443179,26094.4963232,47.0827445925
3.00798267026,308.789878609,6512.22683527,6512.22683527,1624.81411998,26100.8923006,47.0832767732
3.0085976009,308.858653941,6512.8237818,6512.8237818,1624.71378527,26107.2897868,47.083808949
3.00921265726,308.927449136,6513.4207174,6513.4207174,1624.61342768,26113.6887822,47.0843411199
3.00982783935,308.996264201,6514.01764207,6514.01764207,1624.5130472,26120.0892872,47.0848732858
3.01044314721,309.065099141,6514.6145558,6514.6145558,1624.41264386,26126.491302,47.0854054469
3.01105858086,309.133953963,6515.21145858,6515.21145858,1624.31221765,26132.8948271,47.0859376031
3.01167414032,309.202828671,6515.80835041,6515.80835041,1624.21176858,26139.2998626,47.0864697544
3.01228982562,309.271723273,6516.40523127,6516.40523127,1624.11129666,26145.7064091,47.0870019008
