z,H_km_s_Mpc,D_C_Mpc,D_M_Mpc,D_A_Mpc,D_L_Mpc,mu_mag
3.01290563679,309.340637773,6517.00210116,6517.00210116,1624.0108019,26152.1144667,47.0875340423
3.01352157385,309.409572178,6517.59896007,6517.59896007,1623.91028431,26158.524036,47.0880661789
3.01413763683,309.478526493,6518.19580799,6518.19580799,1623.80974389,26164.9351171,47.0885983106
3.01475382575,309.547500724,6518.79264491,6518.79264491,1623.70918065,26171.3477104,47.0891304375
3.01537014064,309.616494878,6519.38947082,6519.38947082,1623.60859459,26177.7618164,47.0896625594
3.01598658153,309.685508959,6519.98628572,6519.98628572,1623.50798574,26184.1774352,47.0901946764
3.01660314844,309.754542973,6520.58308959,6520.58308959,1623.40735408,26190.5945673,47.0907267885
3.01721984139,309.823596927,6521.17988243,6521.17988243,1623.30669963,26197.013213,47.0912588957
3.01783666042,309.892670827,6521.77666423,6521.77666423,1623.20602241,26203.4333726,47.091790998
3.01845360554,309.961764677,6522.37343498,6522.37343498,1623.1053224,26209.8550465,47.0923230954
3.01907067679,310.030878485,6522.97019467,6522.97019467,1623.00459963,26216.2782349,47.092855188
3.01968787418,310.100012255,6523.56694329,6523.56694329,1622.9038541,26222.7029384,47.0933872756
3.02030519776,310.169165994,6524.16368083,6524.16368083,1622.80308581,26229.1291571,47.0939193583
3.02092264753,310.238339707,6524.7604073,6524.7604073,1622.70229478,26235.5568914,47.0944514361
3.02154022353,310.307533401,6525.35712267,6525.35712267,1622.60148101,26241.9861417,47.094983509
3.02215792579,310.376747081,6525.95382693,6525.95382693,1622.50064452,26248.4169083,47.095515577
3.02277575432,310.445980752,6526.55052009,6526.55052009,1622.39978529,26254.8491916,47.0960476402
3.02339370916,310.515234422,6527.14720213,6527.14720213,1622.29890335,26261.2829918,47.0965796984
3.02401179032,310.584508095,6527.74387304,6527.74387304,1622.19799871,26267.7183093,47.0971117517
3.02462999785,310.653801778,6528.34053282,6528.34053282,1622.09707136,26274.1551445,47.0976438001
3.02524833175,310.723115476,6528.93718145,6528.93718145,1621.99612132,26280.5934978,47.0981758436
3.02586679207,310.792449195,6529.53381893,6529.53381893,1621.89514859,26287.0333693,47.0987078822
3.02648537881,310.861802941,6530.13044524,6530.13044524,1621.79415318,26293.4747595,47.0992399159
3.02710409202,310.93117672,6530.72706039,6530.72706039,1621.69313511,26299.9176688,47.0997719447
3.02772293171,311.000570538,6531.32366436,6531.32366436,1621.59209437,26306.3620974,47.1003039686
3.02834189792,311.069984401,6531.92025715,6531.92025715,1621.49103097,26312.8080457,47.1008359876
3.02896099066,311.139418314,6532.51683873,6532.51683873,1621.38994492,26319.2555141,47.1013680017
3.02958020996,311.208872283,6533.11340912,6533.11340912,1621.28883623,26325.7045028,47.1019000109
3.03019955585,311.278346315,6533.70996829,6533.70996829,1621.18770491,26332.1550123,47.1024320152
3.03081902836,311.347840414,6534.30651624,6534.30651624,1621.08655096,26338.6070428,47.1029640146
3.03143862751,311.417354588,6534.90305296,6534.90305296,1620.9853744,26345.0605947,47.103496009
3.03205835332,311.486888841,6535.49957844,6535.49957844,1620.88417522,26351.5156684,47.1040279986
3.03267820583,311.55644318,6536.09609268,6536.09609268,1620.78295343,26357.9722641,47.1045599833
3.03329818505,311.62601761,6536.69259566,6536.69259566,1620.68170905,26364.4303823,47.105091963
3.03391829102,311.695612138,6537.28908738,6537.28908738,1620.58044208,26370.8900232,47.1056239379
3.03453852376,311.76522677,6537.88556782,6537.88556782,1620.47915253,26377.3511873,47.1061559078
3.03515888329,311.83486151,6538.48203699,6538.48203699,1620.3778404,26383.8138748,47.1066878729
3.03577936965,311.904516365,6539.07849486,6539.07849486,1620.27650571,26390.2780861,47.107219833
3.03639998285,311.974191342,6539.67494144,6539.67494144,1620.17514846,26396.7438215,47.1077517882
3.03702072293,312.043886445,6540.27137671,6540.27137671,1620.07376865,26403.2110814,47.1082837385
3.03764158991,312.113601681,6540.86780067,6540.86780067,1619.9723663,26409.6798661,47.108815684
3.03826258381,312.183337055,6541.46421331,6541.46421331,1619.87094141,26416.1501759,47.1093476245
3.03888370467,312.253092574,6542.06061461,6542.06061461,1619.76949399,26422.6220113,47.1098795601
3.0395049525,312.322868243,6542.65700457,6542.65700457,1619.66802406,26429.0953725,47.1104114907
3.04012632733,312.392664069,6543.25338319,6543.25338319,1619.5665316,26435.5702598,47.1109434165
3.0407478292,312.462480056,6543.84975044,6543.84975044,1619.46501664,26442.0466737,47.1114753374
3.04136945812,312.532316212,6544.44610634,6544.44610634,1619.36347918,26448.5246145,47.1120072534
3.04199121412,312.602172542,6545.04245085,6545.04245085,1619.26191922,26455.0040824,47.1125391644
3.04261309723,312.672049051,6545.63878399,6545.63878399,1619.16033678,26461.4850779,47.1130710706
3.04323510747,312.741945746,6546.23510573,6546.23510573,1619.05873186,26467.9676013,47.1136029718
3.04385724488,312.811862633,6546.83141608,6546.83141608,1618.95710447,26474.4516529,47.1141348681
3.04447950946,312.881799717,6547.42771501,6547.42771501,1618.85545462,26480.9372331,47.1146667596
3.04510190126,312.951757005,6548.02400253,6548.02400253,1618.75378232,26487.4243422,47.1151986461
3.0457244203,313.021734502,6548.62027863,6548.62027863,1618.65208756,26493.9129805,47.1157305277
3.0463470666,313.091732214,6549.21654329,6549.21654329,1618.55037037,26500.4031485,47.1162624044
3.04696984019,313.161750148,6549.81279651,6549.81279651,1618.44863074,26506.8948463,47.1167942761
3.04759274109,313.231788308,6550.40903827,6550.40903827,1618.34686869,26513.3880745,47.117326143
3.04821576934,313.301846702,6551.00526858,6551.00526858,1618.24508422,26519.8828333,47.117858005
3.04883892495,313.371925334,6551.60148743,6551.60148743,1618.14327734,26526.3791231,47.118389862
3.04946220796,313.442024211,6552.19769479,6552.19769479,1618.04144805,26532.8769442,47.1189217141
3.05008561839,313.512143339,6552.79389068,6552.79389068,1617.93959637,26539.3762969,47.1194535614
3.05070915626,313.582282724,6553.39007506,6553.39007506,1617.8377223,26545.8771816,47.1199854037
3.0513328216,313.652442371,6553.98624795,6553.98624795,1617.73582585,26552.3795987,47.1205172411
3.05195661445,313.722622287,6554.58240933,6554.58240933,1617.63390703,26558.8835484,47.1210490736
3.05258053481,313.792822477,6555.17855919,6555.17855919,1617.53196584,26565.3890312,47.1215809011
3.05320458273,313.863042948,6555.77469752,6555.77469752,1617.43000229,26571.8960473,47.1221127238
3.05382875822,313.933283704,6556.37082432,6556.37082432,1617.32801639,26578.4045972,47.1226445415
3.05445306131,314.003544754,6556.96693958,6556.96693958,1617.22600815,26584.9146811,47.1231763544
3.05507749203,314.073826101,6557.56304328,6557.56304328,1617.12397757,26591.4262994,47.1237081623
3.05570205041,314.144127752,6558.15913542,6558.15913542,1617.02192467,26597.9394524,47.1242399653
3.05632673646,314.214449713,6558.75521599,6558.75521599,1616.91984944,26604.4541406,47.1247717634
3.05695155022,314.284791991,6559.35128499,6559.35128499,1616.8177519,26610.9703641,47.1253035565
3.05757649172,314.35515459,6559.9473424,6559.9473424,1616.71563205,26617.4881234,47.1258353448
3.05820156097,314.425537517,6560.54338822,6560.54338822,1616.6134899,26624.0074189,47.1263671281
3.05882675801,314.495940778,6561.13942243,6561.13942243,1616.51132547,26630.5282508,47.1268989066
3.05945208286,314.566364379,6561.73544503,6561.73544503,1616.40913874,26637.0506195,47.1274306801
3.06007753555,314.636808325,6562.33145601,6562.33145601,1616.30692975,26643.5745254,47.1279624487
3.06070311609,314.707272623,6562.92745537,6562.92745537,1616.20469848,26650.0999687,47.1284942124
3.06132882453,314.777757278,6563.52344308,6563.52344308,1616.10244495,26656.6269499,47.1290259711
3.06195466089,314.848262297,6564.11941916,6564.11941916,1616.00016917,26663.1554692,47.129557725
3.06258062518,314.918787686,6564.71538357,6564.71538357,1615.89787114,26669.6855271,47.1300894739
3.06320671744,314.98933345,6565.31133633,6565.31133633,1615.79555088,26676.2171239,47.1306212179
3.0638329377,315.059899596,6565.90727742,6565.90727742,1615.69320838,26682.7502599,47.131152957
3.06445928598,315.130486129,6566.50320683,6566.50320683,1615.59084365,26689.2849354,47.1316846912
3.0650857623,315.201093055,6567.09912455,6567.09912455,1615.48845671,26695.8211508,47.1322164205
3.0657123667,315.27172038,6567.69503057,6567.69503057,1615.38604757,26702.3589065,47.1327481448
3.06633909919,315.342368111,6568.29092489,6568.29092489,1615.28361621,26708.8982027,47.1332798642
3.06696595981,315.413036253,6568.8868075,6568.8868075,1615.18116267,26715.4390399,47.1338115787
3.06759294858,315.483724812,6569.48267839,6569.48267839,1615.07868694,26721.9814184,47.1343432883
3.06822006552,315.554433795,6570.07853755,6570.07853755,1614.97618903,26728.5253385,47.134874993
3.06884731067,315.625163207,6570.67438497,6570.67438497,1614.87366895,26735.0708006,47.1354066927
3.06947468405,315.695913053,6571.27022065,6571.27022065,1614.7711267,26741.617805,47.1359383876
3.07010218569,315.766683341,6571.86604457,6571.86604457,1614.6685623,26748.166352,47.1364700775
3.07072981561,315.837474076,6572.46185673,6572.46185673,1614.56597574,26754.7164421,47.1370017625
3.07135757383,315.908285264,6573.05765711,6573.05765711,1614.46336705,26761.2680755,47.1375334426
3.07198546039,315.979116911,6573.65344572,6573.65344572,1614.36073622,26767.8212526,47.1380651177
3.07261347531,316.049969023,6574.24922254,6574.24922254,1614.25808327,26774.3759738,47.1385967879
3.07324161862,316.120841606,6574.84498756,6574.84498756,1614.15540819,26780.9322393,47.1391284532
3.07386989034,316.191734666,6575.44074078,6575.44074078,1614.052711,26787.4900496,47.1396601136
3.0744982905,316.26264821,6576.03648218,6576.03648218,1613.94999171,26794.0494049,47.1401917691
3.07512681913,316.333582242,6576.63221176,6576.63221176,1613.84725032,26800.6103057,47.1407234197
3.07575547624,316.404536769,6577.22792952,6577.22792952,1613.74448684,26807.1727522,47.1412550653
3.07638426188,316.475511797,6577.82363543,6577.82363543,1613.64170128,26813.7367449,47.141786706
3.07701317606,316.546507332,6578.4193295,6578.4193295,1613.53889365,26820.302284,47.1423183418
3.07764221881,316.61752338,6579.01501171,6579.01501171,1613.43606395,26826.8693699,47.1428499726
3.07827139016,316.688559947,6579.61068205,6579.61068205,1613.33321219,26833.438003,47.1433815986
3.07890069013,316.759617039,6580.20634053,6580.20634053,1613.23033837,26840.0081836,47.1439132196
3.07953011875,316.830694662,6580.80198712,6580.80198712,1613.12744251,26846.579912,47.1444448357
3.08015967605,316.901792822,6581.39762183,6581.39762183,1613.02452462,26853.1531886,47.1449764468
3.08078936205,316.972911525,6581.99324464,6581.99324464,1612.92158469,26859.7280138,47.1455080531
3.08141917678,317.044050777,6582.58885554,6582.58885554,1612.81862275,26866.3043878,47.1460396544
3.08204912026,317.115210583,6583.18445453,6583.18445453,1612.71563879,26872.8823111,47.1465712508
3.08267919252,317.186390951,6583.7800416,6583.7800416,1612.61263282,26879.461784,47.1471028423
3.08330939359,317.257591886,6584.37561673,6584.37561673,1612.50960485,26886.0428068,47.1476344288
3.0839397235,317.328813394,6584.97117993,6584.97117993,1612.40655489,26892.6253798,47.1481660104
3.08457018226,317.400055482,6585.56673118,6585.56673118,1612.30348294,26899.2095035,47.1486975871
3.08520076992,317.471318154,6586.16227047,6586.16227047,1612.20038902,26905.7951781,47.1492291589
3.08583148648,317.542601417,6586.7577978,6586.7577978,1612.09727312,26912.3824041,47.1497607257
3.08646233199,317.613905278,6587.35331316,6587.35331316,1611.99413527,26918.9711817,47.1502922877
3.08709330645,317.685229741,6587.94881653,6587.94881653,1611.89097546,26925.5615113,47.1508238447
3.08772440992,317.756574814,6588.54430792,6588.54430792,1611.7877937,26932.1533933,47.1513553967
3.0883556424,317.827940502,6589.13978731,6589.13978731,1611.68459,26938.746828,47.1518869439
3.08898700392,317.899326812,6589.73525469,6589.73525469,1611.58136437,26945.3418157,47.1524184861
3.08961849452,317.970733748,6590.33071005,6590.33071005,1611.47811682,26951.9383568,47.1529500234
3.09025011421,318.042161318,6590.9261534,6590.9261534,1611.37484735,26958.5364517,47.1534815557
3.09088186303,318.113609527,6591.52158471,6591.52158471,1611.27155597,26965.1361006,47.1540130832
3.09151374099,318.185078382,6592.11700399,6592.11700399,1611.16824268,26971.737304,47.1545446057
3.09214574814,318.256567888,6592.71241121,6592.71241121,1611.0649075,26978.3400622,47.1550761233
3.09277788448,318.328078052,6593.30780638,6593.30780638,1610.96155044,26984.9443756,47.1556076359
3.09341015006,318.399608879,6593.90318949,6593.90318949,1610.85817149,26991.5502444,47.1561391436
3.09404254489,318.471160376,6594.49856052,6594.49856052,1610.75477067,26998.157669,47.1566706464
3.09467506901,318.542732548,6595.09391947,6595.09391947,1610.65134799,27004.7666498,47.1572021443
3.09530772243,318.614325402,6595.68926633,6595.68926633,1610.54790345,27011.3771872,47.1577336373
3.09594050519,318.685938944,6596.28460109,6596.28460109,1610.44443706,27017.9892814,47.1582651253
3.09657341731,318.757573179,6596.87992375,6596.87992375,1610.34094882,27024.6029328,47.1587966083
3.09720645882,318.829228115,6597.47523429,6597.47523429,1610.23743875,27031.2181418,47.1593280865
3.09783962974,318.900903756,6598.07053271,6598.07053271,1610.13390686,27037.8349088,47.1598595597
3.0984729301,318.972600109,6598.665819,6598.665819,1610.03035314,27044.453234,47.160391028
3.09910635993,319.04431718,6599.26109315,6599.26109315,1609.92677761,27051.0731178,47.1609224914
3.09973991926,319.116054976,6599.85635515,6599.85635515,1609.82318028,27057.6945606,47.1614539498
3.1003736081,319.187813501,6600.45160499,6600.45160499,1609.71956115,27064.3175627,47.1619854033
3.1010074265,319.259592763,6601.04684267,6601.04684267,1609.61592023,27070.9421244,47.1625168519
3.10164137446,319.331392766,6601.64206818,6601.64206818,1609.51225753,27077.5682462,47.1630482955
3.10227545203,319.403213518,6602.2372815,6602.2372815,1609.40857305,27084.1959284,47.1635797342
3.10290965922,319.475055025,6602.83248263,6602.83248263,1609.3048668,27090.8251712,47.164111168
3.10354399606,319.546917292,6603.42767157,6603.42767157,1609.2011388,27097.4559751,47.1646425968
3.10417846259,319.618800326,6604.0228483,6604.0228483,1609.09738904,27104.0883404,47.1651740208
3.10481305882,319.690704132,6604.61801282,6604.61801282,1608.99361754,27110.7222675,47.1657054397
3.10544778478,319.762628717,6605.21316511,6605.21316511,1608.8898243,27117.3577567,47.1662368538
3.1060826405,319.834574087,6605.80830517,6605.80830517,1608.78600933,27123.9948083,47.1667682629
3.10671762601,319.906540247,6606.403433,6606.403433,1608.68217263,27130.6334228,47.1672996671
3.10735274132,319.978527205,6606.99854857,6606.99854857,1608.57831423,27137.2736004,47.1678310663
3.10798798648,320.050534965,6607.59365189,6607.59365189,1608.47443411,27143.9153415,47.1683624606
3.1086233615,320.122563535,6608.18874294,6608.18874294,1608.3705323,27150.5586465,47.16889385
3.10925886642,320.19461292,6608.78382172,6608.78382172,1608.26660879,27157.2035156,47.1694252345
3.10989450125,320.266683126,6609.37888822,6609.37888822,1608.1626636,27163.8499494,47.169956614
3.11053026602,320.33877416,6609.97394243,6609.97394243,1608.05869673,27170.497948,47.1704879886
3.11116616077,320.410886027,6610.56898435,6610.56898435,1607.95470819,27177.1475119,47.1710193582
3.11180218552,320.483018734,6611.16401395,6611.16401395,1607.85069798,27183.7986414,47.1715507229
3.11243834029,320.555172286,6611.75903125,6611.75903125,1607.74666613,27190.4513368,47.1720820827
3.11307462511,320.62734669,6612.35403622,6612.35403622,1607.64261262,27197.1055986,47.1726134376
3.11371104,320.699541953,6612.94902886,6612.94902886,1607.53853748,27203.761427,47.1731447875
3.11434758501,320.771758079,6613.54400916,6613.54400916,1607.4344407,27210.4188224,47.1736761324
3.11498426014,320.843995075,6614.13897711,6614.13897711,1607.3303223,27217.0777852,47.1742074725
3.11562106543,320.916252947,6614.73393271,6614.73393271,1607.22618228,27223.7383157,47.1747388076
3.1162580009,320.988531702,6615.32887594,6615.32887594,1607.12202065,27230.4004142,47.1752701377
3.11689506659,321.060831346,6615.9238068,6615.9238068,1607.01783742,27237.0640811,47.175801463
3.11753226251,321.133151883,6616.51872528,6616.51872528,1606.91363259,27243.7293168,47.1763327832
3.1181695887,321.205493322,6617.11363137,6617.11363137,1606.80940618,27250.3961217,47.1768640986
3.11880704517,321.277855667,6617.70852506,6617.70852506,1606.70515819,27257.0644959,47.177395409
3.11944463197,321.350238925,6618.30340635,6618.30340635,1606.60088862,27263.73444,47.1779267145
3.1200823491,321.422643102,6618.89827523,6618.89827523,1606.49659749,27270.4059543,47.178458015
3.12072019661,321.495068205,6619.49313168,6619.49313168,1606.39228481,27277.079039,47.1789893106
3.12135817451,321.567514238,6620.0879757,6620.0879757,1606.28795057,27283.7536947,47.1795206013
